Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos
Fly_GiBa_10737,FlyQ,Ginebra,Bali,12383,Boeing 737,True,31607.26077600001,1140,432476.61
Air_LoGi_11380,Airnar,Los Angeles,Ginebra,9103,Airbus A380,False,112596.8276,626,586032.26
Mol_CaMe_11380,MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,True,248020.549088,1535,1279260.67
Tab_LoNu_11320,TabarAir,Londres,Nueva York,5566,Airbus A320,True,15401.255584,523,226238.22
Mol_CiLo_10737,MoldaviAir,Cincinnati,Londres,6284,Boeing 737,False,15728.2236,497,222490.71
Pam_LoGi_11380,PamPangea,Londres,Ginebra,739,Airbus A380,False,8542.84,69,45834.52
Pam_GiMe_11380,PamPangea,Ginebra,Melbourne,16674,Airbus A380,True,216498.417408,1311,1000870.96
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,194097.36528,1311,953590.36
Fly_BaRo_11380,FlyQ,Bali,Roma,12738,Airbus A380,False,148723.7928,869,776663.88
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,False,1885.5585,76,26285.68
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,43402.688784,1466,594350.45
Pam_NuLo_10737,PamPangea,Nueva York,Londres,5566,Boeing 737,False,13931.1414,442,197967.52
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566,Boeing 747,False,63486.9092,391,332619.73
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,True,35088.70622400001,1167,471060.67
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553,Airbus A380,False,158172.8212,856,770529.81
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,46126.4544,1483,595027.79
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,191107.3632,1326,1023000.95
Pam_MeBa_11320,PamPangea,Melbourne,Bali,2779,Airbus A320,False,7114.795799999999,221,111481.41
Pam_GiLo_11380,PamPangea,Ginebra,Londres,739,Airbus A380,False,9226.2672,69,48224.9
Fly_NuCi_10737,FlyQ,Nueva York,Cincinnati,911,Boeing 737,False,2435.103,89,32183.37
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,33740.9254,224,180601.28
Mol_CiMe_11380,MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,190825.303552,1217,946919.05
Fly_BaCi_11320,FlyQ,Barcelona,Cincinnati,6763,Airbus A320,True,19066.466016,610,276262.32
Air_PaCi_11320,Airnar,París,Cincinnati,6370,Airbus A320,True,17127.09544,581,246527.62
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52135.807464,1721,693024.59
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,756884.51
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779,Airbus A380,False,33410.2496,205,177016.95
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,True,156988.4992,1070,840257.98
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,6624,Airbus A320,True,17982.941184,600,259899.94
Air_GiBa_10747,Airnar,Ginebra,Bali,12383,Boeing 747,False,142563.0024,845,735612.36
Air_BaGi_11380,Airnar,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,792777.86
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284,Boeing 747,False,71676.5608,438,378632.66
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,44145.192,282,225652.14
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779,Airbus A380,False,34695.2592,205,180927.63
Mol_LoCa_11380,MoldaviAir,Londres,Cádiz,1716,Airbus A380,False,21027.1776,134,110965.73
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,443829.03
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,70786.87720000002,433,376274.07
Fly_NuCi_11320,FlyQ,Nueva York,Cincinnati,911,Airbus A320,False,2332.3422,86,35093.73
Mol_PaLo_11380,MoldaviAir,París,Londres,344,Airbus A380,False,4294.771200000001,42,20902.39
Air_LoGi_11320,Airnar,Los Angeles,Ginebra,9103,Airbus A320,True,23762.4712,779,348248.76
Air_CiPa_11380,Airnar,Cincinnati,París,6370,Airbus A380,False,81000.92,444,407314.65
Tab_RoLo_11320,TabarAir,Roma,Londres,1433,Airbus A320,False,3812.639799999999,123,54474.72
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,True,33801.04728000001,1167,467951.06
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,35706.4162,224,187202.16
Air_LoPa_10737,Airnar,Los Angeles,París,9099,Boeing 737,False,22773.8871,711,332592.43
Tab_LoLo_11320,TabarAir,Los Angeles,Londres,8785,Airbus A320,True,24996.27676,756,333712.43
Pam_BaPa_11380,PamPangea,Bali,París,11980,Airbus A380,False,145413.24,818,766122.85
Tab_CiRo_11320,TabarAir,Cincinnati,Roma,7480,Airbus A320,True,19525.792,662,284271.32
Air_CiPa_11320,Airnar,Cincinnati,París,6370,Airbus A320,True,18124.79032,581,252160.09
Mol_PaBa_10747,MoldaviAir,París,Bali,11980,Boeing 747,False,130260.936,818,674639.06
Mol_CaPa_11320,MoldaviAir,Cádiz,París,1447,Airbus A320,False,3849.8882,124,54550.79
Mol_MeCa_11380,MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,True,260060.3815680001,1535,1295515.83
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,False,9431.648200000001,77,50899.49
Fly_CiBa_10737,FlyQ,Cincinnati,Barcelona,6763,Boeing 737,False,17584.4763,533,244962.86
Tab_RoCi_11380,TabarAir,Roma,Cincinnati,7480,Airbus A380,False,94250.99200000001,518,472524.83
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18358.164,588,258737.92
Air_BaPa_10747,Airnar,Bali,París,11980,Boeing 747,False,130260.936,818,732878.07
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,42427.13904000001,1359,528998.62
Fly_RoNu_11380,FlyQ,Roma,Nueva York,6877,Airbus A380,False,79498.12000000001,478,429377.42
Mol_CiLo_11320,MoldaviAir,Cincinnati,Londres,6284,Airbus A320,True,16403.7536,575,249156.11
Air_CaBa_10747,Airnar,Cádiz,Bali,12798,Boeing 747,True,154653.284448,1053,754191.0
Mol_PaLo_10737,MoldaviAir,París,Londres,344,Boeing 737,False,911.1528000000002,46,12372.41
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,True,30275.856,1029,409713.51
Air_BaCi_10747,Airnar,Bali,Cincinnati,15011,Boeing 747,True,178067.206928,1200,928050.52
Fly_BaNu_11380,FlyQ,Bali,Nueva York,16589,Airbus A380,True,211405.969216,1305,1004810.48
Tab_GiCi_11380,TabarAir,Ginebra,Cincinnati,6969,Airbus A380,False,85395.33840000001,484,423371.06
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,192980.9648,1326,1006880.11
Mol_LoCa_11320,MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4737.876,144,70674.57
Mol_CiCa_10737,MoldaviAir,Cincinnati,Cádiz,6624,Boeing 737,False,17062.0992,523,225493.2
Pam_NuPa_10747,PamPangea,Nueva York,París,5835,Boeing 747,False,62823.111,409,360338.37
Tab_CiLo_11380,TabarAir,Cincinnati,Londres,6284,Airbus A380,False,77728.05280000002,438,404542.35
Pam_PaLo_10747,PamPangea,París,Londres,344,Boeing 747,False,3960.4032,42,20749.29
Fly_NuBa_11380,FlyQ,Nueva York,Barcelona,6170,Airbus A380,False,76317.964,431,398905.47
Fly_RoBa_10737,FlyQ,Roma,Barcelona,859,Boeing 737,False,2129.117400000001,85,31227.48
Pam_NuMe_10747,PamPangea,Nueva York,Melbourne,16082,Boeing 747,True,194337.718432,1272,952688.76
Pam_MeGi_10737,PamPangea,Melbourne,Ginebra,16674,Boeing 737,True,46352.38608000001,1466,583465.41
Tab_GiLo_11380,TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,108387.6004,626,550268.31
Pam_LoGi_11320,PamPangea,Londres,Ginebra,739,Airbus A320,False,2021.8301,73,28007.41
Pam_BaLo_10737,PamPangea,Bali,Londres,12553,Boeing 737,True,33310.13868,1153,442668.52
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,False,17229.1396,116,87307.63
Air_LoCa_10737,Airnar,Los Angeles,Cádiz,9373,Boeing 737,False,23231.9178,731,339943.47
Fly_BaBa_10747,FlyQ,Barcelona,Bali,13058,Boeing 747,True,144766.2112,1070,752212.98
Tab_LoNu_10747,TabarAir,Londres,Nueva York,5566,Boeing 747,False,62893.5736,391,330320.81
Pam_NuLo_11320,PamPangea,Nueva York,Londres,5566,Airbus A320,True,15255.96072,523,220563.17
Tab_CiLo_11380,TabarAir,Cincinnati,Los Angeles,3073,Airbus A380,False,36234.3576,224,192311.81
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,False,9248.5094,77,52866.89
Pam_GiBa_10747,PamPangea,Ginebra,Bali,12383,Boeing 747,False,138602.919,845,723138.29
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798,Airbus A380,False,150903.7776,873,807447.93
Air_LoGi_11320,Airnar,Los Angeles,Ginebra,9103,Airbus A320,True,26138.71832,779,347686.57
Fly_RoBa_11380,FlyQ,Roma,Barcelona,859,Airbus A380,False,10724.4432,77,52566.3
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,False,8271.627,69,45212.09
Mol_LoCa_10737,MoldaviAir,Londres,Cádiz,1716,Boeing 737,False,4253.2776,150,62944.41
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,False,148183.016,818,778562.65
Pam_MePa_10737,PamPangea,Melbourne,París,16925,Boeing 737,True,43200.5886,1485,608843.11
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739,Airbus A380,False,9140.838800000001,69,47935.86
Mol_CiCa_11320,MoldaviAir,Cincinnati,Cádiz,6624,Airbus A320,True,17291.2896,600,249711.63
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,46352.38608000001,1466,598342.51
Pam_GiPa_10737,PamPangea,Ginebra,París,411,Boeing 737,False,1078.6284,51,14973.08
Air_BaCa_10747,Airnar,Bali,Cádiz,12798,Boeing 747,True,146140.259616,1053,721825.66
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,191296.341184,1200,920658.57
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,24111.1161,711,319716.47
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,188551.726272,1311,966263.45
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716,Airbus A320,False,4694.8044,144,69441.75
Pam_MePa_11380,PamPangea,Melbourne,París,16925,Airbus A380,True,223827.032,1328,1037400.32
Tab_CiLo_11380,TabarAir,Cincinnati,Londres,6284,Airbus A380,False,77001.62240000001,438,411702.27
Air_CaPa_11320,Airnar,Cádiz,París,1447,Airbus A320,False,3704.6094,124,59351.99
Tab_CiLo_10737,TabarAir,Cincinnati,Londres,6284,Boeing 737,False,15270.12,497,227964.62
Mol_CiPa_10747,MoldaviAir,Cincinnati,París,6370,Boeing 747,False,73336.53600000001,444,388349.45
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,False,3958.8473,124,55987.21
Air_PaLo_11320,Airnar,París,Los Angeles,9099,Airbus A320,True,24227.070192,779,357077.77
Air_BaCi_10737,Airnar,Bali,Cincinnati,15011,Boeing 737,True,41350.02112800001,1340,553084.95
Tab_NuRo_11320,TabarAir,Nueva York,Roma,6877,Airbus A320,True,19567.375672,618,271156.32
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716,Airbus A320,False,4565.5896,144,68430.36
Mol_LoMe_10747,MoldaviAir,Londres,Melbourne,16900,Boeing 747,True,200475.3712,1326,957690.43
Fly_GiBa_11380,FlyQ,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,770614.31
Fly_GiNu_11380,FlyQ,Ginebra,Nueva York,6206,Airbus A380,False,74611.0144,433,405544.89
Pam_LoNu_11320,PamPangea,Londres,Nueva York,5566,Airbus A320,True,14529.4864,523,224950.75
Fly_BaGi_10747,FlyQ,Barcelona,Ginebra,660,Boeing 747,False,7035.6,64,37931.63
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1043110.48
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,False,8799.1252,69,45962.03
Tab_LoCi_11320,TabarAir,Londres,Cincinnati,6284,Airbus A320,True,17716.053888,575,249734.61
Pam_LoGi_11380,PamPangea,Londres,Ginebra,739,Airbus A380,False,8628.2684,69,46588.5
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911,Boeing 737,False,2390.8284,89,32373.64
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,True,32835.303072,1167,460233.39
Mol_BaPa_10747,MoldaviAir,Bali,París,11980,Boeing 747,False,139200.412,818,691970.17
Pam_LoNu_11380,PamPangea,Londres,Nueva York,5566,Airbus A380,False,69490.39680000002,391,362411.17
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,True,166407.809152,1070,785974.66
Pam_BaGi_10737,PamPangea,Bali,Ginebra,12383,Boeing 737,True,31294.3176,1140,456318.97
Fly_CiNu_11380,FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,10847.0948,80,59608.88
Mol_CaCi_11380,MoldaviAir,Cádiz,Cincinnati,6624,Airbus A380,False,83465.04960000001,461,423590.1
Mol_BaMe_11320,MoldaviAir,Bali,Melbourne,2779,Airbus A320,False,7184.548699999999,221,114038.76
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,22341.4929,711,326487.53
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170,Airbus A380,False,76317.964,431,376307.24
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,75032.4354,484,397987.64
Mol_LoCa_11320,MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4393.3032,144,64800.77
Fly_NuBa_10737,FlyQ,Nueva York,Bali,16589,Boeing 737,True,42762.19521600001,1459,564893.31
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,True,171117.464128,1070,816501.29
Pam_PaNu_10737,PamPangea,París,Nueva York,5835,Boeing 737,False,15029.793,463,216329.13
Air_BaLo_11380,Airnar,Bali,Los Angeles,12845,Airbus A380,False,148488.2,876,779223.1
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845,Boeing 747,True,143828.85608,1056,774509.14
Tab_CiLo_11320,TabarAir,Cincinnati,Londres,6284,Airbus A320,True,16731.828672,575,249066.44
Air_CaGi_11320,Airnar,Cádiz,Ginebra,1725,Airbus A320,False,4546.2375,145,66866.12
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553,Airbus A380,False,152368.314,856,808180.7
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,False,70376.254,431,370553.62
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877,Boeing 747,False,80639.70200000002,478,417287.11
Fly_NuCi_11380,FlyQ,Nueva York,Cincinnati,911,Airbus A380,False,11478.9644,80,56655.43
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,True,219757.4496,1328,1022821.78
Pam_PaNu_10737,PamPangea,París,Nueva York,5835,Boeing 737,False,14604.4215,463,198851.88
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845,Boeing 747,True,150949.09648,1056,774548.69
Pam_GiBa_10747,PamPangea,Ginebra,Bali,12383,Boeing 747,False,143883.0302,845,724796.13
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,True,30881.37312,1029,442215.73
Pam_BaGi_10737,PamPangea,Bali,Ginebra,12383,Boeing 737,True,32546.090304,1140,422606.13
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,False,18120.0969,549,237620.83
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,10446.4728,319,135425.91
Pam_PaLo_10747,PamPangea,París,Londres,344,Boeing 747,False,4033.744,42,20155.75
Air_CaCi_11380,Airnar,Cádiz,Cincinnati,6624,Airbus A380,False,77339.1744,461,429287.71
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,98978.7396,626,555467.27
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,False,8713.6968,69,45420.87
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,False,8799.1252,69,45873.2
Pam_PaGi_10747,PamPangea,París,Ginebra,411,Boeing 747,False,4468.885200000001,47,23810.69
Air_GiCa_10747,Airnar,Ginebra,Cádiz,1725,Boeing 747,False,18756.27,135,106205.33
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716,Airbus A320,False,4737.876,144,65184.74
Air_PaGi_10747,Airnar,París,Ginebra,411,Boeing 747,False,4731.760800000001,47,23911.79
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284,Boeing 747,False,73016.30960000001,438,355337.04
Tab_LoRo_10737,TabarAir,Londres,Roma,1433,Boeing 737,False,3760.7652,128,51828.56
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,33085.7618,224,186457.32
Tab_LoRo_11320,TabarAir,Londres,Roma,1433,Airbus A320,False,3884.576399999999,123,55634.9
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739,Boeing 737,False,1831.6854,76,25527.08
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,16287.0264,491,220784.71
Mol_MeCi_10747,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 747,True,184428.694112,1217,931910.6
Pam_MeLo_10737,PamPangea,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,623716.03
Fly_RoCi_10737,FlyQ,Roma,Cincinnati,7480,Boeing 737,False,18358.164,588,265194.4
Tab_CiNu_11320,TabarAir,Cincinnati,Nueva York,911,Airbus A320,False,2515.271,86,36599.54
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,190400.272608,1311,944466.55
Mol_PaBa_11380,MoldaviAir,París,Bali,11980,Airbus A380,False,148183.016,818,735048.49
Pam_GiPa_10737,PamPangea,Ginebra,París,411,Boeing 737,False,1068.6411,51,14706.69
Mol_PaLo_11320,MoldaviAir,París,Londres,344,Airbus A320,False,949.784,44,13911.34
Air_CiBa_11380,Airnar,Cincinnati,Bali,15011,Airbus A380,True,184077.611328,1200,950897.7
Tab_LoGi_10737,TabarAir,Los Angeles,Ginebra,9103,Boeing 737,False,23005.1016,711,333184.83
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,16136.2206,491,215062.11
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,False,8628.2684,69,46902.27
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,39341.52892800001,1359,564858.32
Mol_CaCi_11320,MoldaviAir,Cádiz,Cincinnati,6624,Airbus A320,True,18674.592768,600,249209.24
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,6888.0294,231,99774.15
Air_PaLo_11320,Airnar,París,Los Angeles,9099,Airbus A320,True,23989.549896,779,364366.8
Air_CaBa_10737,Airnar,Cádiz,Bali,12798,Boeing 737,True,34607.12299200001,1171,459269.34
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845,Boeing 737,True,33111.12168,1175,470007.19
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,False,18400.052,116,93638.33
Pam_NuLo_10737,PamPangea,Nueva York,Londres,5566,Boeing 737,False,14336.9028,442,193391.9
Air_PaCi_10747,Airnar,París,Cincinnati,6370,Boeing 747,False,72657.494,444,377023.74
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18903.456,588,276081.27
Pam_MeLo_10737,PamPangea,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,607333.34
Air_PaGi_10737,Airnar,París,Ginebra,411,Boeing 737,False,1018.7046,51,14766.68
Pam_LoBa_10747,PamPangea,Londres,Bali,12553,Boeing 747,False,133814.98,856,768497.31
Tab_LoLo_11320,TabarAir,Los Angeles,Londres,8785,Airbus A320,True,22932.364,756,348839.25
Pam_MePa_11380,PamPangea,Melbourne,París,16925,Airbus A380,True,217722.6584,1328,1092518.44
Air_CiPa_11320,Airnar,Cincinnati,París,6370,Airbus A320,True,17293.37792,581,243697.21
Pam_LoMe_11380,PamPangea,Londres,Melbourne,16900,Airbus A380,True,213337.488,1326,1108164.13
Pam_GiBa_11380,PamPangea,Ginebra,Bali,12383,Airbus A380,False,156030.7532,845,788245.98
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,False,85857.96960000001,478,418500.38
Mol_PaBa_11380,MoldaviAir,París,Bali,11980,Airbus A380,False,149567.904,818,764532.47
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,False,142643.464,818,735958.02
Pam_GiBa_10737,PamPangea,Ginebra,Bali,12383,Boeing 737,True,31294.3176,1140,429879.41
Mol_LoCa_11380,MoldaviAir,Londres,Cádiz,1716,Airbus A380,False,19836.96,134,110709.3
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38694.515184,1340,517439.79
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,False,14877.918,442,194142.61
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779,Airbus A380,False,33410.2496,205,172542.21
Mol_LoMe_10737,MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46553.55120000001,1483,623592.06
Mol_LoCa_11320,MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4393.3032,144,65267.12
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,185882.293792,1200,942145.55
Air_BaGi_10737,Airnar,Bali,Ginebra,12383,Boeing 737,True,31607.26077600001,1140,428670.23
Fly_RoBa_11380,FlyQ,Roma,Barcelona,859,Airbus A380,False,9930.04,77,56528.09
Pam_NuLo_11380,PamPangea,Nueva York,Londres,5566,Airbus A380,False,70777.25600000001,391,341602.97
Tab_LoRo_11320,TabarAir,Los Angeles,Roma,10077,Airbus A320,True,28935.50088,850,399916.39
Fly_GiRo_11320,FlyQ,Ginebra,Roma,698,Airbus A320,False,1909.6582,70,26999.79
Fly_CiRo_11380,FlyQ,Cincinnati,Roma,7480,Airbus A380,False,89927.55200000001,518,482981.93
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,False,147441.9044,845,791505.42
Tab_NuLo_10747,TabarAir,Nueva York,Londres,5566,Boeing 747,False,61113.5668,391,319548.11
Mol_BaCi_10747,MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,171410.488912,1200,891314.83
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,True,221792.2408,1328,1068792.63
Tab_LoNu_11320,TabarAir,Los Angeles,Nueva York,3944,Airbus A320,False,10691.3952,305,149802.28
Fly_NuBa_11380,FlyQ,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1088432.98
Pam_PaBa_10737,PamPangea,París,Bali,11980,Boeing 737,True,33000.68304,1029,425741.31
Tab_LoNu_11320,TabarAir,Los Angeles,Nueva York,3944,Airbus A320,False,10394.412,305,155219.86
Tab_CiNu_11380,TabarAir,Cincinnati,Nueva York,911,Airbus A380,False,10531.16,80,58057.28
Tab_LoRo_11380,TabarAir,Los Angeles,Roma,10077,Airbus A380,False,119984.8236,691,632266.26
Fly_RoGi_10747,FlyQ,Roma,Ginebra,698,Boeing 747,False,7663.9004,66,41158.05
Pam_LoMe_11380,PamPangea,Londres,Melbourne,16900,Airbus A380,True,203178.56,1326,1023910.2
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,78198.0824,433,375465.72
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739,Airbus A380,False,9055.4104,69,47723.07
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,105771.3982,626,526150.79
Pam_PaLo_11380,PamPangea,París,Londres,344,Airbus A380,False,4056.1728,42,21578.16
Pam_MeLo_10747,PamPangea,Melbourne,Londres,16900,Boeing 747,True,189233.7616,1326,1006877.01
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,False,76966.9056,461,397052.56
Air_BaPa_10737,Airnar,Bali,París,11980,Boeing 737,True,33303.44160000001,1029,423912.29
Air_BaCi_10737,Airnar,Bali,Cincinnati,15011,Boeing 737,True,40591.30514400001,1340,539308.19
Mol_PaLo_11320,MoldaviAir,París,Londres,344,Airbus A320,False,923.8808,44,13323.57
Mol_BaLo_10737,MoldaviAir,Bali,Londres,12553,Boeing 737,True,34261.856928,1153,445072.03
Air_BaCa_10737,Airnar,Bali,Cádiz,12798,Boeing 737,True,33636.829824,1171,458651.6
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,False,18047.9988,542,246551.62
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,False,79498.12000000001,478,452119.75
Pam_GiPa_11380,PamPangea,Ginebra,París,411,Airbus A380,False,5131.2528,47,27132.37
Fly_CiBa_10747,FlyQ,Cincinnati,Bali,15011,Boeing 747,True,179731.386432,1200,900348.82
Tab_CiLo_10747,TabarAir,Cincinnati,Los Angeles,3073,Boeing 747,False,36033.998,224,185470.18
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,43304.3312,282,238713.77
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,False,143147.48,845,784749.48
Air_LoBa_11380,Airnar,Los Angeles,Bali,12845,Airbus A380,False,155912.61,876,803583.74
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,False,82926.27200000001,518,457003.19
Air_CaLo_11380,Airnar,Cádiz,Los Angeles,9373,Airbus A380,False,112685.9552,644,567713.25
Pam_MePa_10747,PamPangea,Melbourne,París,16925,Boeing 747,True,193266.4396,1328,998745.23
Pam_PaGi_11380,PamPangea,París,Ginebra,411,Airbus A380,False,5036.2296,47,25739.92
Air_PaCi_11320,Airnar,París,Cincinnati,6370,Airbus A320,True,18291.0728,581,251167.72
Tab_CiGi_10747,TabarAir,Cincinnati,Ginebra,6969,Boeing 747,False,77261.12160000001,484,408572.75
Tab_LoNu_10737,TabarAir,Los Angeles,Nueva York,3944,Boeing 737,False,10350.6336,319,142615.74
Pam_LoBa_11380,PamPangea,Londres,Bali,12553,Airbus A380,False,148014.9336,856,795782.99
Air_BaPa_11380,Airnar,Bali,París,11980,Airbus A380,False,144028.352,818,750293.67
Fly_GiCi_10737,FlyQ,Ginebra,Cincinnati,6969,Boeing 737,False,17442.7101,549,246593.24
Air_CaGi_11380,Airnar,Cádiz,Ginebra,1725,Airbus A380,False,20938.05,135,104191.31
Mol_BaLo_10747,MoldaviAir,Bali,Londres,12553,Boeing 747,False,144520.1784,856,712527.91
Pam_BaNu_10737,PamPangea,Bali,Nueva York,16589,Boeing 737,True,45277.61846400001,1459,602596.55
