service_date|day_type|bus|rail_boardings|total_rides
2012-01-17|W|1016429|725950|1742379
2012-01-18|W|1017072|722473|1739545
2012-01-19|W|983178|711259|1694437
2012-01-20|W|826497|746064|1572561
2012-01-21|A|552163|394407|946570
2012-01-22|U|392633|273772|666405
2012-01-23|W|1010116|710762|1720878
2012-01-24|W|1050018|732063|1782081
2012-01-25|W|1051823|734192|1786015
2012-01-26|W|1052929|739012|1791941
2012-01-27|W|968530|720988|1689518
2012-01-28|A|621329|419586|1040915
2012-01-29|U|416383|293146|709529
2012-01-30|W|1023037|704317|1727354
2012-01-31|W|1059681|731360|1791041
2012-02-01|W|1111421|736252|1847673
2012-02-02|W|1081236|739698|1820934
2012-02-03|W|1014951|714336|1729287
2012-02-04|A|661534|418503|1080037
2012-02-05|U|462359|289438|751797
2012-02-06|W|1038157|699926|1738083
2012-02-07|W|1040979|721937|1762916
2012-02-08|W|1069324|738273|1807597
2012-02-09|W|1065885|741959|1807844
2012-02-10|W|982329|715473|1697802
2012-02-11|A|591333|399462|990795
2012-02-12|U|429977|285739|715716
2012-02-13|W|882797|653118|1535915
2012-02-14|W|1077348|738384|1815732
2012-02-15|W|1051929|726359|1778288
2012-02-16|W|1058911|736170|1795081
2012-02-17|W|1058544|731415|1789959
2012-02-18|A|666760|454131|1120891
2012-02-19|U|475445|322414|797859
2012-02-20|W|761004|543889|1304893
2012-02-21|W|1036038|726162|1762200
2012-02-22|W|1052160|732150|1784310
2012-02-23|W|1033787|734839|1768626
2012-02-24|W|989267|712507|1701774
2012-02-25|A|630649|417134|1047783
2012-02-26|U|448512|298409|746921
2012-02-27|W|1023956|703435|1727391
2012-02-28|W|1039341|720589|1759930
2012-02-29|W|1055847|736007|1791854
2012-03-01|W|1075076|739664|1814740
2012-03-02|W|1031215|705878|1737093
2012-03-03|A|624519|416704|1041223
2012-03-04|U|441120|292334|733454
2012-03-05|W|913762|651903|1565665
2012-03-06|W|1084176|744478|1828654
2012-03-07|W|1060619|736849|1797468
2012-03-08|W|1049305|735123|1784428
2012-03-09|W|1037776|718371|1756147
2012-03-10|A|681263|444574|1125837
2012-03-11|U|482075|316828|798903
2012-03-12|W|1015965|715585|1731550
2012-03-13|W|1071861|744918|1816779
2012-03-14|W|1087551|762671|1850222
2012-03-15|W|1061219|763525|1824744
2012-03-16|W|1044828|774035|1818863
2012-03-17|A|755574|708351|1463925
2012-03-18|U|504213|359041|863254
2012-03-19|W|1015401|707467|1722868
2012-03-20|W|1043797|718050|1761847
2012-03-21|W|1050000|723631|1773631
2012-03-22|W|1016361|717170|1733531
2012-03-23|W|945472|685518|1630990
2012-03-24|A|641412|430070|1071482
2012-03-25|U|470355|355696|826051
2012-03-26|W|996549|700972|1697521
2012-03-27|W|1024173|723040|1747213
2012-03-28|W|1029545|735639|1765184
2012-03-29|W|1013994|734424|1748418
2012-03-30|W|1001257|709407|1710664
2012-03-31|A|646169|440893|1087062
2012-04-01|U|477703|321629|799332
2012-04-02|W|935073|696533|1631606
2012-04-03|W|972756|720709|1693465
2012-04-04|W|954947|724726|1679673
2012-04-05|W|933666|750000|1683666
2012-04-06|W|861696|642047|1503743
2012-04-07|A|637466|434835|1072301
2012-04-08|U|429398|289618|719016
2012-04-09|W|1010279|727154|1737433
2012-04-10|W|1038779|751834|1790613
2012-04-11|W|1053786|760911|1814697
2012-04-12|W|1050150|775089|1825239
2012-04-13|W|958166|741802|1699968
2012-04-14|A|644498|470545|1115043
2012-04-15|U|443006|320025|763031
2012-04-16|W|996333|713598|1709931
2012-04-17|W|1056910|744763|1801673
2012-04-18|W|1031225|736936|1768161
2012-04-19|W|989282|743350|1732632
2012-04-20|W|994547|737187|1731734
2012-04-21|A|656064|471715|1127779
2012-04-22|U|448386|333024|781410
2012-04-23|W|1031544|739667|1771211
2012-04-24|W|1003275|750511|1753786
2012-04-25|W|978891|740777|1719668
2012-04-26|W|1044469|760338|1804807
2012-04-27|W|1026691|745495|1772186
2012-04-28|A|592513|425418|1017931
2012-04-29|U|445246|322436|767682
2012-04-30|W|977200|703630|1680830
2012-05-01|W|1073425|743154|1816579
2012-05-02|W|1060720|754536|1815256
2012-05-03|W|1086032|766616|1852648
2012-05-04|W|1054307|778105|1832412
2012-05-05|A|666613|497814|1164427
2012-05-06|U|434634|343213|777847
2012-05-07|W|1000335|731509|1731844
2012-05-08|W|1062602|762274|1824876
2012-05-09|W|1041744|752170|1793914
2012-05-10|W|1036368|743841|1780209
2012-05-11|W|1042715|745296|1788011
2012-05-12|A|610945|427440|1038385
2012-05-13|U|455430|321345|776775
2012-05-14|W|983231|700274|1683505
2012-05-15|W|1023348|720962|1744310
2012-05-16|W|1013654|734234|1747888
2012-05-17|W|1014361|746681|1761042
2012-05-18|W|980261|694037|1674298
2012-05-19|A|646682|465776|1112458
2012-05-20|U|445099|374706|819805
2012-05-21|W|884516|568256|1452772
2012-05-22|W|1014156|721698|1735854
2012-05-23|W|1019498|738794|1758292
2012-05-24|W|1016089|756023|1772112
2012-05-25|W|1005567|736144|1741711
2012-05-26|A|636093|469284|1105377
2012-05-27|U|502724|392936|895660
2012-05-28|U|463763|362808|826571
2012-05-29|W|1012629|719096|1731725
2012-05-30|W|1001845|742834|1744679
2012-05-31|W|910804|714511|1625315
2012-06-01|W|1034827|750848|1785675
2012-06-02|A|698536|489792|1188328
2012-06-03|U|512841|354121|866962
2012-06-04|W|1035294|726053|1761347
2012-06-05|W|1048003|749888|1797891
2012-06-06|W|1033815|753512|1787327
2012-06-07|W|1031503|768929|1800432
2012-06-08|W|1023786|802823|1826609
2012-06-09|A|704117|569867|1273984
2012-06-10|U|509071|404744|913815
2012-06-11|W|985578|726731|1712309
2012-06-12|W|1003612|772974|1776586
2012-06-13|W|986995|778465|1765460
2012-06-14|W|959511|783352|1742863
2012-06-15|W|996431|803508|1799939
2012-06-16|A|673257|513638|1186895
2012-06-17|U|497166|372514|869680
2012-06-18|W|899886|710839|1610725
2012-06-19|W|934909|725980|1660889
2012-06-20|W|945821|743331|1689152
2012-06-21|W|931983|728067|1660050
2012-06-22|W|958498|755020|1713518
2012-06-23|A|676430|492238|1168668
2012-06-24|U|513132|530481|1043613
2012-06-25|W|933417|725550|1658967
2012-06-26|W|952845|746532|1699377
2012-06-27|W|957566|751428|1708994
2012-06-28|W|880771|702116|1582887
2012-06-29|W|925177|734451|1659628
2012-06-30|A|683644|485188|1168832
2012-07-01|U|474631|350123|824754
2012-07-02|W|929572|676617|1606189
2012-07-03|W|976022|710361|1686383
2012-07-04|U|511376|383942|895318
2012-07-05|W|833954|628259|1462213
2012-07-06|W|852806|651815|1504621
2012-07-07|A|628380|439918|1068298
2012-07-08|U|490561|341530|832091
2012-07-09|W|934404|697423|1631827
2012-07-10|W|958191|713798|1671989
2012-07-11|W|982452|751429|1733881
2012-07-12|W|973681|769452|1743133
2012-07-13|W|918812|781300|1700112
2012-07-14|A|662503|539189|1201692
2012-07-15|U|520254|434508|954762
2012-07-16|W|927149|703975|1631124
2012-07-17|W|916666|721980|1638646
2012-07-18|W|947611|737720|1685331
2012-07-19|W|929760|737674|1667434
2012-07-20|W|950944|732949|1683893
2012-07-21|A|682249|467138|1149387
2012-07-22|U|481281|353089|834370
2012-07-23|W|915219|695786|1611005
2012-07-24|W|902916|701367|1604283
2012-07-25|W|930185|724487|1654672
2012-07-26|W|945792|720070|1665862
2012-07-27|W|947151|758858|1706009
2012-07-28|A|686178|517111|1203289
2012-07-29|U|488506|374441|862947
2012-07-30|W|907631|705435|1613066
2012-07-31|W|927014|719885|1646899
2012-08-01|W|993124|746620|1739744
2012-08-02|W|956268|736721|1692989
2012-08-03|W|997248|828673|1825921
2012-08-04|A|639837|540564|1180401
2012-08-05|U|520813|454682|975495
2012-08-06|W|930469|718004|1648473
2012-08-07|W|939745|710734|1650479
2012-08-08|W|937937|714729|1652666
2012-08-09|W|910038|733293|1643331
2012-08-10|W|939807|762585|1702392
2012-08-11|A|634529|525198|1159727
2012-08-12|U|485254|389752|875006
2012-08-13|W|862334|675894|1538228
2012-08-14|W|952867|719794|1672661
2012-08-15|W|969450|736768|1706218
2012-08-16|W|894461|689521|1583982
2012-08-17|W|985722|734329|1720051
2012-08-18|A|711680|513680|1225360
2012-08-19|U|526215|381863|908078
2012-08-20|W|932342|694224|1626566
2012-08-21|W|989240|725406|1714646
2012-08-22|W|993443|741288|1734731
2012-08-23|W|996707|730663|1727370
2012-08-24|W|995467|757933|1753400
2012-08-25|A|682483|499512|1181995
2012-08-26|U|425118|326682|751800
2012-08-27|W|999090|732088|1731178
2012-08-28|W|1022555|752842|1775397
2012-08-29|W|1019369|757338|1776707
2012-08-30|W|1009624|765912|1775536
2012-08-31|W|1051323|787713|1839036
2012-09-01|A|670752|498563|1169315
2012-09-02|U|522696|425857|948553
2012-09-03|U|509576|366891|876467
2012-09-04|W|1101066|757151|1858217
2012-09-05|W|1081742|778985|1860727
2012-09-06|W|1106785|787102|1893887
2012-09-07|W|1057006|798630|1855636
2012-09-08|A|697211|548107|1245318
2012-09-09|U|491612|370846|862458
2012-09-10|W|980800|786943|1767743
2012-09-11|W|1026114|789589|1815703
2012-09-12|W|1024605|785316|1809921
2012-09-13|W|991316|793145|1784461
2012-09-14|W|1023073|789009|1812082
2012-09-15|A|707625|533074|1240699
2012-09-16|U|497209|369738|866947
2012-09-17|W|972361|749237|1721598
2012-09-18|W|1009476|774593|1784069
2012-09-19|W|1090006|805444|1895450
2012-09-20|W|1087075|814328|1901403
2012-09-21|W|1043281|804809|1848090
2012-09-22|A|669729|507218|1176947
2012-09-23|U|494049|373413|867462
2012-09-24|W|1067116|777711|1844827
2012-09-25|W|1093445|787595|1881040
2012-09-26|W|1088775|786511|1875286
2012-09-27|W|1082616|810524|1893140
2012-09-28|W|1080818|803271|1884089
2012-09-29|A|715790|512833|1228623
2012-09-30|U|495883|357104|852987
2012-10-01|W|1117666|783378|1901044
2012-10-02|W|1108031|806945|1914976
2012-10-03|W|1115762|810692|1926454
2012-10-04|W|1099004|810084|1909088
2012-10-05|W|1069580|808343|1877923
2012-10-06|A|670397|522379|1192776
2012-10-07|U|449748|512959|962707
2012-10-08|W|977879|713083|1690962
2012-10-09|W|1088484|795608|1884092
2012-10-10|W|1079860|798154|1878014
2012-10-11|W|1085498|807251|1892749
2012-10-12|W|1067152|796441|1863593
2012-10-13|A|604421|447031|1051452
2012-10-14|U|443009|327889|770898
2012-10-15|W|1071312|776921|1848233
2012-10-16|W|1081929|792993|1874922
2012-10-17|W|1057430|792225|1849655
2012-10-18|W|1059957|806783|1866740
2012-10-19|W|1051902|801852|1853754
2012-10-20|A|696516|512403|1208919
2012-10-21|U|493474|354896|848370
2012-10-22|W|1003315|769024|1772339
2012-10-23|W|1043067|784378|1827445
2012-10-24|W|1081481|804851|1886332
2012-10-25|W|1027919|797938|1825857
2012-10-26|W|1039677|796666|1836343
2012-10-27|A|664877|490779|1155656
2012-10-28|U|454048|341936|795984
2012-10-29|W|1035050|759113|1794163
2012-10-30|W|1012512|765043|1777555
2012-10-31|W|1042048|780984|1823032
2012-11-01|W|1092827|795031|1887858
2012-11-02|W|1087124|793396|1880520
2012-11-03|A|675546|462962|1138508
2012-11-04|U|486060|347411|833471
2012-11-05|W|1069691|766701|1836392
2012-11-06|W|1050908|768986|1819894
2012-11-07|W|1053498|782333|1835831
2012-11-08|W|1064006|793455|1857461
2012-11-09|W|1065181|798839|1864020
2012-11-10|A|650416|472274|1122690
2012-11-11|U|479696|353062|832758
2012-11-12|W|823600|666802|1490402
2012-11-13|W|1004272|761630|1765902
2012-11-14|W|1059509|775491|1835000
2012-11-15|W|1058314|786677|1844991
2012-11-16|W|1057000|791412|1848412
2012-11-17|A|675393|567804|1243197
2012-11-18|U|472178|336771|808949
2012-11-19|W|1047309|759037|1806346
2012-11-20|W|1049100|772991|1822091
2012-11-21|W|990069|705800|1695869
2012-11-22|U|363466|255982|619448
2012-11-23|W|589493|413384|1002877
2012-11-24|A|476658|377956|854614
2012-11-25|U|417727|304336|722063
2012-11-26|W|1006387|717499|1723886
2012-11-27|W|1016872|734908|1751780
2012-11-28|W|1030518|750417|1780935
2012-11-29|W|1028698|752188|1780886
2012-11-30|W|1075641|776494|1852135
2012-12-01|A|686669|492263|1178932
2012-12-02|U|484623|350433|835056
2012-12-03|W|1069024|742337|1811361
2012-12-04|W|1067467|747543|1815010
2012-12-05|W|1054367|754701|1809068
2012-12-06|W|1030407|751285|1781692
2012-12-07|W|1038662|764843|1803505
2012-12-08|A|642192|467324|1109516
2012-12-09|U|418807|295147|713954
2012-12-10|W|973051|690186|1663237
2012-12-11|W|995089|711140|1706229
2012-12-12|W|999666|720758|1720424
2012-12-13|W|999296|727540|1726836
2012-12-14|W|1022704|749478|1772182
2012-12-15|A|597413|425168|1022581
2012-12-16|U|450355|334285|784640
2012-12-17|W|953565|683683|1637248
2012-12-18|W|950660|693703|1644363
2012-12-19|W|965895|691879|1657774
2012-12-20|W|876460|660268|1536728
2012-12-21|W|871165|634264|1505429
2012-12-22|A|578361|374774|953135
2012-12-23|U|486169|281962|768131
2012-12-24|W|545733|313210|858943
2012-12-25|U|242609|143166|385775
2012-12-26|W|616049|428605|1044654
2012-12-27|W|710150|514627|1224777
2012-12-28|W|753950|546312|1300262
2012-12-29|A|547238|360962|908200
2012-12-30|U|405207|291423|696630
2012-12-31|W|672602|490998|1163600
2013-01-01|U|338644|276167|614811
2013-01-02|W|747631|570506|1318137
2013-01-03|W|857744|620104|1477848
2013-01-04|W|875485|635401|1510886
2013-01-05|A|549303|356383|905686
2013-01-06|U|399770|264957|664727
2013-01-07|W|951511|672001|1623512
2013-01-08|W|975824|687261|1663085
2013-01-09|W|989291|697979|1687270
2013-01-10|W|964506|693642|1658148
2013-01-11|W|991875|708901|1700776
2013-01-12|A|597811|403037|1000848
2013-01-13|U|379108|266395|645503
2013-01-14|W|964972|701958|1666930
2013-01-15|W|1000831|723460|1724291
2013-01-16|W|1000782|726032|1726814
2013-01-17|W|1003351|730830|1734181
2013-01-18|W|995226|721526|1716752
2013-01-19|A|592561|417820|1010381
2013-01-20|U|372131|275860|647991
2013-01-21|W|549385|422125|971510
2013-01-22|W|865232|654679|1519911
2013-01-23|W|952105|697385|1649490
2013-01-24|W|958057|708729|1666786
2013-01-25|W|920833|707962|1628795
2013-01-26|A|560544|393542|954086
2013-01-27|U|360109|261812|621921
2013-01-28|W|1000004|718545|1718549
2013-01-29|W|1009440|728633|1738073
2013-01-30|W|997461|735084|1732545
2013-01-31|W|955113|713918|1669031
2013-02-01|W|878531|659888|1538419
2013-02-02|A|554095|378484|932579
2013-02-03|U|396422|271153|667575
2013-02-04|W|983474|710890|1694364
2013-02-05|W|1021386|733180|1754566
2013-02-06|W|1035100|739979|1775079
2013-02-07|W|973458|743264|1716722
2013-02-08|W|994675|723430|1718105
2013-02-09|A|611263|426081|1037344
2013-02-10|U|392914|278417|671331
2013-02-11|W|994224|708331|1702555
2013-02-12|W|901097|687334|1588431
2013-02-13|W|1070447|754178|1824625
2013-02-14|W|1054969|758213|1813182
2013-02-15|W|1013485|731689|1745174
2013-02-16|A|598259|412929|1011188
2013-02-17|U|445505|317885|763390
2013-02-18|W|830133|567064|1397197
2013-02-19|W|961489|709244|1670733
2013-02-20|W|995286|720364|1715650
2013-02-21|W|1012672|738526|1751198
2013-02-22|W|944394|716784|1661178
2013-02-23|A|597852|403004|1000856
2013-02-24|U|426783|280619|707402
2013-02-25|W|1032337|718035|1750372
2013-02-26|W|917610|707649|1625259
2013-02-27|W|1004620|732706|1737326
2013-02-28|W|1011461|741077|1752538
2013-03-01|W|1030897|726385|1757282
2013-03-02|A|641791|407706|1049497
2013-03-03|U|451612|290260|741872
2013-03-04|W|1046582|684343|1730925
2013-03-05|W|915814|662182|1577996
2013-03-06|W|1000963|703897|1704860
2013-03-07|W|1039889|724517|1764406
2013-03-08|W|1047924|716118|1764042
2013-03-09|A|619396|404506|1023902
2013-03-10|U|417260|285624|702884
2013-03-11|W|1009909|713865|1723774
2013-03-12|W|1017656|738907|1756563
2013-03-13|W|1034585|748618|1783203
2013-03-14|W|1033042|755471|1788513
2013-03-15|W|1002907|771603|1774510
2013-03-16|A|626782|610526|1237308
2013-03-17|U|433504|338473|771977
2013-03-18|W|971804|715696|1687500
2013-03-19|W|990010|723671|1713681
2013-03-20|W|980735|721345|1702080
2013-03-21|W|999714|729901|1729615
2013-03-22|W|1003565|721149|1724714
2013-03-23|A|609394|425222|1034616
2013-03-24|U|401250|288966|690216
2013-03-25|W|828707|630136|1458843
2013-03-26|W|876069|655138|1531207
2013-03-27|W|880496|670282|1550778
2013-03-28|W|893443|679530|1572973
2013-03-29|W|829810|621657|1451467
2013-03-30|A|594213|395747|989960
2013-03-31|U|402842|267293|670135
2013-04-01|W|980489|708026|1688515
2013-04-02|W|993149|728501|1721650
2013-04-03|W|1034924|746014|1780938
2013-04-04|W|1015284|759059|1774343
2013-04-05|W|996072|746786|1742858
2013-04-06|A|611381|459388|1070769
2013-04-07|U|440588|357215|797803
2013-04-08|W|977325|737437|1714762
2013-04-09|W|999444|740720|1740164
2013-04-10|W|960903|717466|1678369
2013-04-11|W|982894|752525|1735419
2013-04-12|W|994973|753498|1748471
2013-04-13|A|600393|462508|1062901
2013-04-14|U|450337|351742|802079
2013-04-15|W|992589|717933|1710522
2013-04-16|W|1014884|753356|1768240
2013-04-17|W|915006|711500|1626506
2013-04-18|W|811655|693760|1505415
2013-04-19|W|959757|718526|1678283
2013-04-20|A|615433|448035|1063468
2013-04-21|U|441267|313744|755011
2013-04-22|W|1001200|731504|1732704
2013-04-23|W|922329|715764|1638093
2013-04-24|W|952859|736305|1689164
2013-04-25|W|1008224|755375|1763599
2013-04-26|W|999388|750687|1750075
2013-04-27|A|654086|460650|1114736
2013-04-28|U|455561|320737|776298
2013-04-29|W|1009306|717625|1726931
2013-04-30|W|1029285|738733|1768018
2013-05-01|W|1077184|762553|1839737
2013-05-02|W|1028782|752135|1780917
2013-05-03|W|1023402|730511|1753913
2013-05-04|A|655097|465245|1120342
2013-05-05|U|471437|350222|821659
2013-05-06|W|1017895|729615|1747510
2013-05-07|W|1022360|758068|1780428
2013-05-08|W|1025713|769649|1795362
2013-05-09|W|1003192|721753|1724945
2013-05-10|W|972916|725511|1698427
2013-05-11|A|603110|435938|1039048
2013-05-12|U|414976|313848|728824
2013-05-13|W|961814|713048|1674862
2013-05-14|W|1006636|750210|1756846
2013-05-15|W|995042|758657|1753699
2013-05-16|W|982565|746034|1728599
2013-05-17|W|966483|757439|1723922
2013-05-18|A|625752|493226|1118978
2013-05-19|U|485211|363850|849061
2013-05-20|W|1008704|681176|1689880
2013-05-21|W|1013059|689412|1702471
2013-05-22|W|982149|687729|1669878
2013-05-23|W|987008|693752|1680760
2013-05-24|W|1010765|676692|1687457
2013-05-25|A|600972|369584|970556
2013-05-26|U|460009|336563|796572
2013-05-27|U|415696|286211|701907
2013-05-28|W|982424|672485|1654909
2013-05-29|W|1014424|715430|1729854
2013-05-30|W|996198|717726|1713924
2013-05-31|W|1044620|719350|1763970
2013-06-01|A|631022|445218|1076240
2013-06-02|U|439719|333835|773554
2013-06-03|W|1054416|707210|1761626
2013-06-04|W|1044555|716102|1760657
2013-06-05|W|1024709|716938|1741647
2013-06-06|W|1021552|736943|1758495
2013-06-07|W|1030362|768035|1798397
2013-06-08|A|661759|537485|1199244
2013-06-09|U|473625|393881|867506
2013-06-10|W|993550|731202|1724752
2013-06-11|W|1027027|752653|1779680
2013-06-12|W|969474|718831|1688305
2013-06-13|W|1031992|761985|1793977
2013-06-14|W|1033513|747980|1781493
2013-06-15|A|624345|453140|1077485
2013-06-16|U|479896|369569|849465
2013-06-17|W|969085|692856|1661941
2013-06-18|W|975403|701224|1676627
2013-06-19|W|990561|718139|1708700
2013-06-20|W|974707|724184|1698891
2013-06-21|W|917934|724999|1642933
2013-06-22|A|633702|488805|1122507
2013-06-23|U|479321|394460|873781
2013-06-24|W|920436|699721|1620157
2013-06-25|W|888128|694726|1582854
2013-06-26|W|866326|690875|1557201
2013-06-27|W|913619|723050|1636669
2013-06-28|W|898642|894811|1793453
2013-06-29|A|620304|463716|1084020
2013-06-30|U|488073|543707|1031780
2013-07-01|W|946062|681252|1627314
2013-07-02|W|911309|677994|1589303
2013-07-03|W|945848|693445|1639293
2013-07-04|U|525424|407174|932598
2013-07-05|W|806355|592583|1398938
2013-07-06|A|619632|463509|1083141
2013-07-07|U|467091|354565|821656
2013-07-08|W|863581|664506|1528087
2013-07-09|W|928137|708853|1636990
2013-07-10|W|961940|756010|1717950
2013-07-11|W|958922|787568|1746490
2013-07-12|W|928925|802562|1731487
2013-07-13|A|662483|565833|1228316
2013-07-14|U|487170|413355|900525
2013-07-15|W|904464|683553|1588017
2013-07-16|W|924281|695896|1620177
2013-07-17|W|922657|706991|1629648
2013-07-18|W|904388|720245|1624633
2013-07-19|W|897959|775821|1673780
2013-07-20|A|646339|546852|1193191
2013-07-21|U|469900|410606|880506
2013-07-22|W|903084|709718|1612802
2013-07-23|W|919858|720357|1640215
2013-07-24|W|928256|713067|1641323
2013-07-25|W|919260|715876|1635136
2013-07-26|W|890066|688728|1578794
2013-07-27|A|614357|461775|1076132
2013-07-28|U|455742|371125|826867
2013-07-29|W|894999|693570|1588569
2013-07-30|W|894122|713697|1607819
2013-07-31|W|898783|707557|1606340
2013-08-01|W|950707|753887|1704594
2013-08-02|W|918087|795020|1713107
2013-08-03|A|667710|574621|1242331
2013-08-04|U|475029|462380|937409
2013-08-05|W|885007|688747|1573754
2013-08-06|W|914261|698763|1613024
2013-08-07|W|898114|694946|1593060
2013-08-08|W|912994|702001|1614995
2013-08-09|W|906417|711160|1617577
2013-08-10|A|642566|493210|1135776
2013-08-11|U|459030|365118|824148
2013-08-12|W|848703|684985|1533688
2013-08-13|W|883243|712564|1595807
2013-08-14|W|882740|717664|1600404
2013-08-15|W|877526|705604|1583130
2013-08-16|W|890423|730276|1620699
2013-08-17|A|634078|506124|1140202
2013-08-18|U|472515|384202|856717
2013-08-19|W|859701|671949|1531650
2013-08-20|W|894283|699558|1593841
2013-08-21|W|894827|704103|1598930
2013-08-22|W|855068|697777|1552845
2013-08-23|W|932928|715975|1648903
2013-08-24|A|632311|465546|1097857
2013-08-25|U|463843|353352|817195
2013-08-26|W|1020173|696403|1716576
2013-08-27|W|1032675|721814|1754489
2013-08-28|W|1019457|732138|1751595
2013-08-29|W|1048608|759088|1807696
2013-08-30|W|1025684|740853|1766537
2013-08-31|A|596363|462487|1058850
2013-09-01|U|493648|423770|917418
2013-09-02|U|454573|344582|799155
2013-09-03|W|1089544|761455|1850999
2013-09-04|W|1077803|769975|1847778
2013-09-05|W|1059826|763277|1823103
2013-09-06|W|1067536|786864|1854400
2013-09-07|A|634809|510149|1144958
2013-09-08|U|459104|371781|830885
2013-09-09|W|1052783|752305|1805088
2013-09-10|W|1034136|762582|1796718
2013-09-11|W|1047538|783710|1831248
2013-09-12|W|1050318|812163|1862481
2013-09-13|W|1036536|803298|1839834
2013-09-14|A|632081|504797|1136878
2013-09-15|U|409765|345621|755386
2013-09-16|W|1033555|776155|1809710
2013-09-17|W|1049035|788413|1837448
2013-09-18|W|1023243|783471|1806714
2013-09-19|W|1000885|791208|1792093
2013-09-20|W|1034561|800104|1834665
2013-09-21|A|629564|526128|1155692
2013-09-22|U|445308|368372|813680
2013-09-23|W|1026469|780751|1807220
2013-09-24|W|1041341|805859|1847200
2013-09-25|W|1055790|810826|1866616
2013-09-26|W|1047323|813509|1860832
2013-09-27|W|1034355|797916|1832271
2013-09-28|A|635517|506929|1142446
2013-09-29|U|439655|360040|799695
2013-09-30|W|1007775|765034|1772809
2013-10-01|W|1100251|760127|1860378
2013-10-02|W|1060370|771294|1831664
2013-10-03|W|1073368|776149|1849517
2013-10-04|W|1055644|763663|1819307
2013-10-05|A|606526|457086|1063612
2013-10-06|U|468784|350969|819753
2013-10-07|W|1033503|748714|1782217
2013-10-08|W|1062411|762764|1825175
2013-10-09|W|1056846|774550|1831396
2013-10-10|W|1041043|803786|1844829
2013-10-11|W|1033797|792305|1826102
2013-10-12|A|597479|497092|1094571
2013-10-13|U|433578|528335|961913
2013-10-14|W|836533|678287|1514820
2013-10-15|W|1005851|764848|1770699
2013-10-16|W|1017742|779074|1796816
2013-10-17|W|1025838|789200|1815038
2013-10-18|W|1024958|784891|1809849
2013-10-19|A|599201|498671|1097872
2013-10-20|U|417109|367355|784464
2013-10-21|W|972502|778456|1750958
2013-10-22|W|948098|785501|1733599
2013-10-23|W|993612|797121|1790733
2013-10-24|W|1007402|810665|1818067
2013-10-25|W|986527|797551|1784078
2013-10-26|A|578216|492032|1070248
2013-10-27|U|413217|346467|759684
2013-10-28|W|982644|768974|1751618
2013-10-29|W|976102|790974|1767076
2013-10-30|W|967902|791183|1759085
2013-10-31|W|956055|786574|1742629
2013-11-01|W|937537|783970|1721507
2013-11-02|A|593170|483120|1076290
2013-11-03|U|430036|384737|814773
2013-11-04|W|978017|788454|1766471
2013-11-05|W|982549|795511|1778060
2013-11-06|W|965938|792044|1757982
2013-11-07|W|974582|812279|1786861
2013-11-08|W|974269|808267|1782536
2013-11-09|A|589432|507077|1096509
2013-11-10|U|426989|370923|797912
2013-11-11|W|727925|671720|1399645
2013-11-12|W|884181|770609|1654790
2013-11-13|W|967800|783483|1751283
2013-11-14|W|968420|806089|1774509
2013-11-15|W|972734|803561|1776295
2013-11-16|A|548828|489767|1038595
2013-11-17|U|343928|316525|660453
2013-11-18|W|948312|775101|1723413
2013-11-19|W|972260|790434|1762694
2013-11-20|W|974233|788003|1762236
2013-11-21|W|967167|799283|1766450
2013-11-22|W|955058|797556|1752614
2013-11-23|A|535573|513370|1048943
2013-11-24|U|362949|311868|674817
2013-11-25|W|898537|742488|1641025
2013-11-26|W|913171|768042|1681213
2013-11-27|W|785887|655899|1441786
2013-11-28|U|316200|238112|554312
2013-11-29|W|625605|448939|1074544
2013-11-30|A|594111|419067|1013178
2013-12-01|U|393065|311377|704442
2013-12-02|W|966367|745892|1712259
2013-12-03|W|1011416|772345|1783761
2013-12-04|W|1022579|778031|1800610
2013-12-05|W|956982|782864|1739846
2013-12-06|W|933388|766511|1699899
2013-12-07|A|523861|455354|979215
2013-12-08|U|356936|322820|679756
2013-12-09|W|904306|745781|1650087
2013-12-10|W|884567|726111|1610678
2013-12-11|W|888272|736512|1624784
2013-12-12|W|864926|722404|1587330
2013-12-13|W|930494|760860|1691354
2013-12-14|A|508408|473775|982183
2013-12-15|U|357251|317666|674917
2013-12-16|W|856591|697993|1554584
2013-12-17|W|883958|716650|1600608
2013-12-18|W|900934|719652|1620586
2013-12-19|W|888294|715173|1603467
2013-12-20|W|885107|706214|1591321
2013-12-21|A|513799|421443|935242
2013-12-22|U|374537|310920|685457
2013-12-23|W|691365|545145|1236510
2013-12-24|W|474089|341784|815873
2013-12-25|U|218166|144912|363078
2013-12-26|W|557420|438202|995622
2013-12-27|W|659876|531774|1191650
2013-12-28|A|506219|405004|911223
2013-12-29|U|335610|292169|627779
2013-12-30|W|604796|537971|1142767
2013-12-31|W|595963|565346|1161309
2014-01-01|U|281657|303441|585098
2014-01-02|W|601103|569395|1170498
2014-01-03|W|691262|598290|1289552
2014-01-04|A|469542|361203|830745
2014-01-05|U|268582|237067|505649
2014-01-06|W|311075|269542|580617
2014-01-07|W|489810|468681|958491
2014-01-08|W|806256|687473|1493729
2014-01-09|W|860867|727384|1588251
2014-01-10|W|872079|725812|1597891
2014-01-11|A|526267|424639|950906
2014-01-12|U|387031|312663|699694
2014-01-13|W|948883|762345|1711228
2014-01-14|W|923401|761893|1685294
2014-01-15|W|940266|761924|1702190
