Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion,Incidencias
Fly_RoBa_11380,FlyQ,Roma,Bali,12738.0,Airbus A380,148723.7928,869.0,Despresurización de la cabina
Air_LoCi_10747,Airnar,Los Angeles,Cincinnati,3073.0,Boeing 747,35051.2526,224.0,Sin incidencias
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480.0,Boeing 747,79736.8,518.0,Ave impacta con el avión
Mol_CaMe_10747,MoldaviAir,Cádiz,MElboUrNe,20029.0,Boeing 747,230931.485824,1535.0,Sin incidencias
Tab_LoCi_11320,TabarAir,Los Angeles,Cincinnati,3073.0,Airbus A320,,242.0,Ave impacta con el avión
Fly_NuBa_10737,FlyQ,Nueva York,Bali,16589.0,Boeing 737,45277.61846400001,1459.0,"Problemas con el catering,"
Mol_CaPa_10747,MoldaviAir,Cádiz,París,1447.0,Boeing 747,15733.5204,116.0,Sin incidencias
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624.0,Boeing 737,16096.32,523.0,Emergencia grave en el sistema de entretenimiento
Tab_GiNu_11320,TabarAir,Ginebra,Nueva York,6206.0,Airbus A320,"16686,146672",569.0,Sin incidencias
Mol_BaLo_10737,MoldaviAir,Bali,Londres,12553.0,Boeing 737,33627.37809600001,1153.0,Turbulencia severa
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739.0,Boeing 747,"8665,514000000001",69.0,Sin incidencias
Pam_NuBa_10737,PamPangea,Nueva York,Bali,16589.0,Boeing 737,"42762,19521600001",1459.0,Sin incidencias
Tab_GiLo_11320,TabarAir,Ginebra,Los Angeles,9103.0,Airbus A320,23762.4712,779.0,"Enfrentamiento entre pasajeros,"
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674.0,Boeing 737,44666.84476800001,1466.0,Sin incidencias
Fly_GiNu_11320,FlyQ,Ginebra,Nueva York,6206.0,Airbus A320,16848.148096,569.0,Incidencia de los sistemas hidráulicos
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877.0,Airbus A380,81088.08240000001,478.0,Enfrentamiento entre pasajeros y Fallo eléctrico general
Mol_LoCi_11320,MoldaviAir,Londres,Cincinnati,6284.0,Airbus A320,18044.12896,575.0,Problema en el sistema de entretenimiento
Pam_MeNu_10747,PamPangea,Melbourne,Nueva York,16082.0,Boeing 747,192554.803584,1272.0,Problemas con las puertas o ventanas
Tab_RoLo_10747,TabarAir,Roma,Londres,1433.0,Boeing 747,16650.6002,115.0,Fallo en el sistema de entretenimiento
Tab_GiRo_11320,TabarAir,Ginebra,Roma,698.0,Airbus A320,1839.579,70.0,Fallo grave del motor
Tab_RoCi_11320,TabarAir,Roma,Cincinnati,7480.0,Airbus A320,"19916,30784",662.0,Sin incidencias
Tab_NuRo_11320,TabarAir,Nueva York,Roma,6877.0,Airbus A320,17951.7208,618.0,Sin incidencias
Tab_GiCi_10737,TabarAir,Ginebra,Cincinnati,6969.0,Boeing 737,18289.4436,549.0,Aterrizaje de emergencia
Fly_CiRo_11380,FlyQ,Cincinnati,Roma,7480.0,Airbus A380,89062.864,518.0,Sin incidencias
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969.0,Boeing 747,74289.54000000001,484.0,Sin incidencias
Air_CiGi_10747,Airnar,Cincinnati,Ginebra,6969.0,Boeing 747,78746.91240000002,484.0,Problema en el sistema de entretenimiento
Pam_NuGi_10737,PamPangea,Nueva York,Ginebra,6206.0,Boeing 737,15985.4148,491.0,Ave impacta con el avión
Mol_LoCi_11380,MoldaviAir,Londres,Cincinnati,6284.0,Airbus A380,79907.34400000001,438.0,Turbulencia severa
Tab_NuLo_11380,TabarAir,Nueva York,Londres,5566.0,Airbus A380,68203.53760000001,391.0,Sin incidencias
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011.0,Airbus A380,"196710,388576",,Sin incidencias
Tab_GiLo_10747,TabarAir,Ginebra,Londres,,Boeing 747,"7877,74",69.0,Complicaciones con el suministro de combustible
Fly_GiBa_10737,FlyQ,Ginebra,Barcelona,660.0,Boeing 737,1651.914,70.0,Sin incidencias
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877.0,Boeing 747,76241.17280000001,478.0,Problemas de navegación y Problemas con el suministro de combustible
Tab_NuLo_11320,TabarAir,Nueva York,Londres,5566.0,Airbus A320,,523.0,Fallo leve del motor y Despresurización de la cabina
Tab_LoRo_11380,TabarAir,Los Angeles,Roma,10077.0,Airbus A380,123479.5272,691.0,Condiciones meteorológicas malas
Air_GiLo_10747,Airnar,Ginebra,Los Angeles,9103.0,Boeing 747,104801.0184,,Complicaciones con el catering
Pam_NuPa_10737,PamPangea,Nueva York,París,5835.0,Boeing 737,14179.05,,Mal funcionamiento del tren de aterrizaje
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553.0,Boeing 737,31723.9416,1153.0,Complicaciones con el suministro de combustible
Air_CaBa_10737,Airnar,Cádiz,Bali,12798.0,Boeing 737,33960.26088000001,1171.0,Incidencias con el catering
Pam_MeLo_10747,PamPangea,Melbourne,Londres,16900.0,Boeing 747,"204222,5744",1326.0,Sin incidencias
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206.0,Airbus A380,76045.8416,433.0,Sin incidencias
Tab_LoRo_11320,TabarAir,Londres,Roma,1433.0,Airbus A320,"3812,639799999999",,Discusión entre pasajeros
Tab_LoRo_11320,TabarAir,Los Angeles,Roma,10077.0,Airbus A320,28409.400864,850.0,Incidencia eléctrico general
Pam_MeNu_10737,PamPangea,Melbourne,Nueva York,16082.0,Boeing 737,,1421.0,Sin incidencias
Pam_LoGi_10737,PamPangea,Londres,Ginebra,,Boeing 737,1867.6008,76.0,Sin incidencias
Tab_RoLo_10737,TabarAir,Roma,Los Angeles,10077.0,Boeing 737,26446.0788,785.0,Problema de los sistemas hidráulicos
Air_CaGi_11320,Airnar,Cádiz,Ginebra,1725.0,Airbus A320,4589.535,145.0,Sin incidencias
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877.0,Boeing 747,78440.43740000001,478.0,Problemas con las puertas o ventanas
Pam_LoMe_10737,PamPangea,Londres,MelboURNe,,Boeing 737,43990.97040000001,1483.0,Emergencia del motor
Tab_GiNu_10747,TabarAir,Ginebra,Nueva York,6206.0,Boeing 747,68802.19840000001,433.0,Complicaciones con las puertas o ventanas y Mal funcionamiento del tren de aterrizaje
Tab_GiLo_11380,TabarAir,Ginebra,Los Angeles,9103.0,Airbus A380,115753.748,626.0,Sin incidencias
Tab_CiNu_10737,TabarAir,Cincinnati,Nueva York,911.0,Boeing 737,,89.0,"Emergencia médica a bordo,"
Fly_CiBa_11380,FlyQ,Cincinnati,BARCEloNA,6763.0,Airbus A380,81307.4912,470.0,Sin incidencias
Air_PaCa_11320,Airnar,París,Cádiz,1447.0,Airbus A320,,124.0,Sin incidencias
Air_GiCi_11380,Airnar,Ginebra,Cincinnati,6969.0,Airbus A380,83784.1056,484.0,Turbulencia severa
Pam_NuMe_10737,PamPangea,Nueva York,Melbourne,,Boeing 737,43080.97622400001,1421.0,Sin incidencias
Air_LoGi_10747,Airnar,Los Angeles,Ginebra,9103.0,Boeing 747,97037.98,,Amenaza de seguridad a bordo
Tab_CiNu_11380,TabarAir,Cincinnati,Nueva York,911.0,Airbus A380,"11478,9644",80.0,Sin incidencias
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011.0,Boeing 737,39832.58916000001,1340.0,Fallo del motor
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,,Boeing 737,"15834,609",491.0,Sin incidencias
Fly_BaNu_10747,FlyQ,Bali,Nueva York,16589.0,Boeing 747,193107.90408,1305.0,Discusión a bordo
Fly_GiBa_10737,FlyQ,Ginebra,Bali,12383.0,Boeing 737,,1140.0,Complicaciones con el suministro de combustible
Air_LoGi_11380,Airnar,Los Angeles,GInEBRa,9103.0,Airbus A380,"112596,8276",626.0,Inundación a bordo
Mol_CaMe_11380,MoldaviAir,Cádiz,Melbourne,20029.0,Airbus A380,248020.549088,1535.0,Sin incidencias
Tab_LoNu_11320,TabarAir,Londres,Nueva York,5566.0,Airbus A320,,523.0,Turbulencia severa
Mol_CiLo_10737,MoldaviAir,Cincinnati,Londres,,Boeing 737,15728.2236,497.0,Sin incidencias
Pam_LoGi_11380,PamPangea,Londres,Ginebra,739.0,Airbus A380,8542.84,69.0,Sin incidencias
Pam_GiMe_11380,PamPangea,Ginebra,Melbourne,16674.0,Airbus A380,216498.417408,1311.0,Sin incidencias
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674.0,Boeing 747,,1311.0,Sin incidencias
Fly_BaRo_11380,FlyQ,Bali,Roma,12738.0,Airbus A380,148723.7928,,Sin incidencias
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739.0,Boeing 737,1885.5585,76.0,Despresurización de la cabina y Problemas con el suministro de combustible
Pam_GiMe_10737,PamPangea,Ginebra,MelBourne,16674.0,Boeing 737,43402.688784,1466.0,Incidencias con las puertas o ventanas y Amenaza de seguridad a bordo
Pam_NuLo_10737,PamPangea,Nueva York,Londres,5566.0,Boeing 737,13931.1414,442.0,Despresurización de la cabina
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566.0,Boeing 747,63486.9092,391.0,Sin incidencias
Fly_BaRo_10737,FlyQ,Bali,Roma,12738.0,Boeing 737,35088.70622400001,,Problema en el sistema de entretenimiento
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553.0,Airbus A380,158172.8212,,Problemas de navegación
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900.0,Boeing 737,46126.4544,1483.0,Sin incidencias
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900.0,Boeing 747,191107.3632,1326.0,Sin incidencias
Pam_MeBa_11320,PamPangea,Melbourne,Bali,2779.0,Airbus A320,7114.795799999999,,Sin incidencias
Pam_GiLo_11380,PamPangea,Ginebra,Londres,739.0,Airbus A380,9226.2672,69.0,Sin incidencias
Fly_NuCi_10737,FlyQ,Nueva York,Cincinnati,911.0,Boeing 737,2435.103,89.0,Sin incidencias
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073.0,Boeing 747,33740.9254,224.0,Ave impacta con el avión
Mol_CiMe_11380,MoldaviAir,Cincinnati,MelBoUrne,15262.0,Airbus A380,,1217.0,Fallo grave de los sistemas de comunicación
Fly_BaCi_11320,FlyQ,Barcelona,Cincinnati,,Airbus A320,19066.466016,610.0,Despresurización de la cabina y Aterrizaje de emergencia
Air_PaCi_11320,Airnar,París,Cincinnati,6370.0,Airbus A320,17127.09544,581.0,Sin incidencias
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,20029.0,Boeing 737,,1721.0,Amenaza de seguridad a bordo
Pam_BaGi_11380,PamPangea,Bali,GInebra,12383.0,Airbus A380,"144578,9548",,Sin incidencias
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779.0,Airbus A380,33410.2496,205.0,Sin incidencias
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058.0,Airbus A380,156988.4992,1070.0,Sin incidencias
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,,Airbus A320,17982.941184,600.0,Problemas con el suministro de combustible
Air_GiBa_10747,Airnar,Ginebra,Bali,12383.0,Boeing 747,142563.0024,845.0,Ave impacta con el avión
Air_BaGi_11380,Airnar,Bali,Ginebra,12383.0,Airbus A380,151736.3288,845.0,"Mal funcionamiento del tren de aterrizaje,"
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284.0,Boeing 747,71676.5608,,Sin incidencias
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944.0,Boeing 747,44145.192,282.0,Fallo grave eléctrico general
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779.0,Airbus A380,34695.2592,205.0,Problema de los sistemas de comunicación
Mol_LoCa_11380,MoldaviAir,Londres,Cádiz,1716.0,Airbus A380,"21027,1776",134.0,Discusión a bordo
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845.0,Boeing 737,35058.83472000001,1175.0,Sin incidencias
Tab_NuGi_10747,TabarAir,Nueva York,GInebra,6206.0,Boeing 747,,433.0,Turbulencia severa y Despresurización de la cabina
Fly_NuCi_11320,FlyQ,Nueva York,Cincinnati,911.0,Airbus A320,,86.0,Sin incidencias
Mol_PaLo_11380,MoldaviAir,París,Londres,344.0,Airbus A380,4294.771200000001,42.0,Sin incidencias
Air_LoGi_11320,Airnar,Los Angeles,Ginebra,9103.0,Airbus A320,23762.4712,779.0,Sin incidencias
Air_CiPa_11380,Airnar,Cincinnati,París,6370.0,Airbus A380,"81000,92",444.0,Sin incidencias
Tab_RoLo_11320,TabarAir,Roma,Londres,1433.0,Airbus A320,3812.639799999999,123.0,Sin incidencias
Fly_BaRo_10737,FlyQ,Bali,Roma,12738.0,Boeing 737,33801.04728000001,,Fallo grave en el sistema de entretenimiento
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073.0,Boeing 747,35706.4162,224.0,Emergencia grave de los sistemas de comunicación
Air_LoPa_10737,Airnar,Los Angeles,París,9099.0,Boeing 737,,711.0,"Fallo eléctrico general,"
Tab_LoLo_11320,TabarAir,Los Angeles,Londres,8785.0,Airbus A320,24996.27676,,Despresurización de la cabina
Pam_BaPa_11380,PamPangea,Bali,París,11980.0,Airbus A380,145413.24,818.0,Complicaciones con el suministro de combustible
Tab_CiRo_11320,TabarAir,Cincinnati,Roma,7480.0,Airbus A320,19525.792,662.0,Amenaza de seguridad a bordo
Air_CiPa_11320,Airnar,Cincinnati,París,6370.0,Airbus A320,18124.79032,581.0,Incidencias con las puertas o ventanas
Mol_PaBa_10747,MoldaviAir,París,Bali,11980.0,Boeing 747,130260.936,818.0,Turbulencia severa
Mol_CaPa_11320,MoldaviAir,Cádiz,París,1447.0,Airbus A320,3849.8882,124.0,Sin incidencias
Mol_MeCa_11380,MoldaviAir,Melbourne,Cádiz,20029.0,Airbus A380,260060.3815680001,,Complicaciones con las puertas o ventanas
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859.0,Boeing 747,,77.0,Emergencia médica a bordo
Fly_CiBa_10737,FlyQ,Cincinnati,Barcelona,6763.0,Boeing 737,17584.4763,533.0,Sin incidencias
Tab_RoCi_11380,TabarAir,Roma,Cincinnati,7480.0,Airbus A380,94250.992,518.0,Condiciones meteorológicas malas
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,,Boeing 737,18358.164,588.0,Sin incidencias
Air_BaPa_10747,Airnar,Bali,París,11980.0,Boeing 747,130260.936,,Sin incidencias
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262.0,Boeing 737,42427.13904000001,1359.0,Emergencia de los sistemas de comunicación y Despresurización de la cabina
Fly_RoNu_11380,FlyQ,Roma,Nueva York,,Airbus A380,79498.12000000001,,Sin incidencias
Mol_CiLo_11320,MoldaviAir,Cincinnati,Londres,6284.0,Airbus A320,"16403,7536",,Amenaza de seguridad a bordo
Air_CaBa_10747,Airnar,Cádiz,Bali,,Boeing 747,154653.284448,1053.0,Problemas con las puertas o ventanas
Mol_PaLo_10737,MoldaviAir,París,Londres,344.0,Boeing 737,911.1528000000002,46.0,Sin incidencias
Mol_BaPa_10737,MoldaviAir,Bali,París,11980.0,Boeing 737,30275.856,1029.0,Turbulencia severa
Air_BaCi_10747,Airnar,Bali,Cincinnati,15011.0,Boeing 747,178067.206928,1200.0,Incidencia en el sistema de entretenimiento
Fly_BaNu_11380,FlyQ,Bali,Nueva York,16589.0,Airbus A380,211405.969216,1305.0,Sin incidencias
Tab_GiCi_11380,TabarAir,Ginebra,Cincinnati,6969.0,Airbus A380,85395.33840000001,484.0,Sin incidencias
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900.0,Boeing 747,192980.9648,1326.0,Retraso extenso en la pista de despegue
Mol_LoCa_11320,MoldaviAir,Londres,Cádiz,1716.0,Airbus A320,4737.876,144.0,Emergencia grave de los sistemas hidráulicos
Mol_CiCa_10737,MoldaviAir,Cincinnati,Cádiz,6624.0,Boeing 737,17062.0992,523.0,Fallo del motor
Pam_NuPa_10747,PamPangea,Nueva York,París,5835.0,Boeing 747,62823.111,409.0,Mal funcionamiento del tren de aterrizaje
Tab_CiLo_11380,TabarAir,Cincinnati,Londres,6284.0,Airbus A380,77728.05280000002,,Sin incidencias
Pam_PaLo_10747,PamPangea,París,Londres,344.0,Boeing 747,3960.4032,42.0,Sin incidencias
Fly_NuBa_11380,FlyQ,Nueva York,Barcelona,,Airbus A380,76317.964,431.0,Sin incidencias
Fly_RoBa_10737,FlyQ,Roma,BaRCelONa,859.0,Boeing 737,2129.117400000001,,Incidencias con las puertas o ventanas
Pam_NuMe_10747,PamPangea,Nueva York,Melbourne,,Boeing 747,194337.718432,1272.0,Problema de los sistemas de comunicación y Amenaza de seguridad a bordo
Pam_MeGi_10737,PamPangea,Melbourne,GineBra,,Boeing 737,"46352,38608000001",1466.0,Amenaza de seguridad a bordo
Tab_GiLo_11380,TabarAir,Ginebra,Los Angeles,9103.0,Airbus A380,,626.0,Condiciones meteorológicas adversas
Pam_LoGi_11320,PamPangea,Londres,Ginebra,739.0,Airbus A320,2021.8301,73.0,Sin incidencias
Pam_BaLo_10737,PamPangea,Bali,Londres,12553.0,Boeing 737,33310.13868,1153.0,Incidencias con el suministro de combustible
Air_CaPa_11380,Airnar,Cádiz,París,1447.0,Airbus A380,,,Fallo grave del motor
Air_LoCa_10737,Airnar,Los Angeles,Cádiz,9373.0,Boeing 737,23231.9178,731.0,Complicaciones con el catering
Fly_BaBa_10747,FlyQ,Barcelona,Bali,13058.0,Boeing 747,,1070.0,Sin incidencias
Tab_LoNu_10747,TabarAir,Londres,Nueva York,5566.0,Boeing 747,62893.5736,391.0,Sin incidencias
Pam_NuLo_11320,PamPangea,Nueva York,Londres,5566.0,Airbus A320,,523.0,Sin incidencias
Tab_CiLo_11380,TabarAir,Cincinnati,Los Angeles,3073.0,Airbus A380,"36234,3576",224.0,Aterrizaje de emergencia
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859.0,Boeing 747,9248.5094,77.0,Problemas con el suministro de combustible
Pam_GiBa_10747,PamPangea,Ginebra,Bali,,Boeing 747,138602.919,845.0,Aterrizaje de emergencia
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798.0,Airbus A380,150903.7776,,Incidencias con el suministro de combustible y Problemas con las puertas o ventanas
Air_LoGi_11320,Airnar,Los Angeles,Ginebra,9103.0,Airbus A320,26138.71832,779.0,Emergencia médica a bordo
Fly_RoBa_11380,FlyQ,Roma,Barcelona,859.0,Airbus A380,10724.4432,77.0,Incidencia del motor
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739.0,Boeing 747,,69.0,Sin incidencias
Mol_LoCa_10737,MoldaviAir,Londres,Cádiz,1716.0,Boeing 737,4253.2776,150.0,Incidencias con el catering
Air_PaBa_11380,Airnar,París,Bali,11980.0,Airbus A380,,818.0,Emergencia médica a bordo
Pam_MePa_10737,PamPangea,Melbourne,París,16925.0,Boeing 737,43200.5886,1485.0,Fallo en el sistema de entretenimiento
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739.0,Airbus A380,9140.8388,69.0,Sin incidencias
Mol_CiCa_11320,MoldaviAir,Cincinnati,Cádiz,6624.0,Airbus A320,17291.2896,600.0,Sin incidencias
Pam_GiMe_10737,PamPangea,Ginebra,MeLbOurne,,Boeing 737,,1466.0,Sin incidencias
Pam_GiPa_10737,PamPangea,Ginebra,París,411.0,Boeing 737,1078.6284,51.0,"Aterrizaje de emergencia,"
Air_BaCa_10747,Airnar,Bali,Cádiz,12798.0,Boeing 747,146140.259616,1053.0,Sin incidencias
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011.0,Airbus A380,191296.341184,1200.0,Turbulencia severa
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103.0,Boeing 737,24111.1161,,Sin incidencias
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674.0,Boeing 747,188551.726272,1311.0,"Inundación a bordo,"
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716.0,Airbus A320,,,Problema del motor
Pam_MePa_11380,PamPangea,Melbourne,París,16925.0,Airbus A380,223827.032,1328.0,Sin incidencias
Tab_CiLo_11380,TabarAir,Cincinnati,Londres,6284.0,Airbus A380,77001.62240000001,438.0,Sambódromo entre pasajeros
Air_CaPa_11320,Airnar,Cádiz,París,,Airbus A320,3704.6094,124.0,Sin incidencias
Tab_CiLo_10737,TabarAir,Cincinnati,Londres,6284.0,Boeing 737,15270.12,497.0,Sin incidencias
Mol_CiPa_10747,MoldaviAir,Cincinnati,París,6370.0,Boeing 747,73336.53600000001,444.0,Sin incidencias
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447.0,Airbus A320,,124.0,Mal funcionamiento del tren de aterrizaje
Air_PaLo_11320,Airnar,París,Los Angeles,,Airbus A320,24227.070192,779.0,Condiciones meteorológicas ligeramente complejas
Air_BaCi_10737,Airnar,Bali,Cincinnati,15011.0,Boeing 737,"41350,02112800001",1340.0,Condiciones meteorológicas ligeramente complejas
Tab_NuRo_11320,TabarAir,Nueva York,Roma,6877.0,Airbus A320,19567.375672,618.0,Sin incidencias
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716.0,Airbus A320,4565.5896,144.0,Enfrentamiento a bordo
Mol_LoMe_10747,MoldaviAir,Londres,Melbourne,16900.0,Boeing 747,200475.3712,1326.0,Incidencias con el catering y Fallo de los sistemas de comunicación
Fly_GiBa_11380,FlyQ,Ginebra,Bali,12383.0,Airbus A380,150304.854,845.0,Sin incidencias
Fly_GiNu_11380,FlyQ,Ginebra,Nueva York,6206.0,Airbus A380,74611.0144,433.0,Mal funcionamiento del tren de aterrizaje
Pam_LoNu_11320,PamPangea,Londres,Nueva York,5566.0,Airbus A320,14529.4864,523.0,Sin incidencias
Fly_BaGi_10747,FlyQ,Barcelona,Ginebra,660.0,Boeing 747,7035.6,64.0,Sin incidencias
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900.0,Airbus A380,207242.1312,1326.0,Fallo en el sistema de entretenimiento
Tab_LoGi_11380,TabarAir,Londres,Ginebra,,Airbus A380,8799.1252,69.0,Sin incidencias
Tab_LoCi_11320,TabarAir,Londres,Cincinnati,6284.0,Airbus A320,"17716,053888",575.0,Sin incidencias
Pam_LoGi_11380,PamPangea,Londres,Ginebra,739.0,Airbus A380,"8628,2684",69.0,Emergencia del motor
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911.0,Boeing 737,2390.8284,89.0,Sin incidencias
Fly_BaRo_10737,FlyQ,Bali,Roma,12738.0,Boeing 737,32835.303072,,Sin incidencias
Mol_BaPa_10747,MoldaviAir,Bali,París,11980.0,Boeing 747,139200.412,818.0,Sin incidencias
Pam_LoNu_11380,PamPangea,Londres,Nueva York,5566.0,Airbus A380,69490.39680000002,391.0,Sin incidencias
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058.0,Airbus A380,166407.809152,1070.0,Emergencia médica a bordo
Pam_BaGi_10737,PamPangea,Bali,Ginebra,12383.0,Boeing 737,,1140.0,Turbulencia severa
Fly_CiNu_11380,FlyQ,Cincinnati,Nueva York,911.0,Airbus A380,10847.0948,80.0,Sin incidencias
Mol_CaCi_11380,MoldaviAir,Cádiz,Cincinnati,,Airbus A380,"83465,04960000001",461.0,"Fallo grave de los sistemas hidráulicos,"
Mol_BaMe_11320,MoldaviAir,Bali,Melbourne,2779.0,Airbus A320,7184.548699999999,221.0,Aterrizaje de emergencia
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103.0,Boeing 737,"22341,4929",711.0,Despresurización de la cabina
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170.0,Airbus A380,76317.964,431.0,Inundación a bordo
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969.0,Boeing 747,75032.4354,484.0,Discusión a bordo
Mol_LoCa_11320,MoldaviAir,Londres,Cádiz,1716.0,Airbus A320,4393.3032,144.0,Retraso extenso en la pista de despegue
Fly_NuBa_10737,FlyQ,Nueva York,Bali,16589.0,Boeing 737,42762.19521600001,1459.0,"Complicaciones de navegación,"
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058.0,Airbus A380,,1070.0,Mal funcionamiento del tren de aterrizaje
Pam_PaNu_10737,PamPangea,París,Nueva York,5835.0,Boeing 737,15029.793,463.0,Sin incidencias
Air_BaLo_11380,Airnar,Bali,Los Angeles,12845.0,Airbus A380,148488.2,876.0,Aterrizaje de emergencia y Problemas con el catering
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845.0,Boeing 747,143828.85608,,Sin incidencias
Tab_CiLo_11320,TabarAir,Cincinnati,Londres,6284.0,Airbus A320,16731.828672,575.0,Problema de los sistemas de comunicación
Air_CaGi_11320,Airnar,Cádiz,Ginebra,1725.0,Airbus A320,,145.0,Ave impacta con el avión
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553.0,Airbus A380,152368.314,856.0,Problema en el sistema de entretenimiento
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170.0,Boeing 747,70376.254,431.0,Sin incidencias
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877.0,Boeing 747,,478.0,"Despresurización de la cabina,"
Fly_NuCi_11380,FlyQ,Nueva York,Cincinnati,911.0,Airbus A380,"11478,9644",80.0,Sin incidencias
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925.0,Airbus A380,219757.4496,1328.0,Problema de los sistemas de comunicación
Pam_PaNu_10737,PamPangea,París,Nueva York,,Boeing 737,14604.4215,,Fallo leve del motor
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845.0,Boeing 747,,1056.0,Sin incidencias
Pam_GiBa_10747,PamPangea,Ginebra,Bali,12383.0,Boeing 747,"143883,0302",,Mal funcionamiento del tren de aterrizaje
Mol_BaPa_10737,MoldaviAir,Bali,París,11980.0,Boeing 737,30881.37312,1029.0,Sin incidencias
Pam_BaGi_10737,PamPangea,Bali,Ginebra,12383.0,Boeing 737,32546.090304,,Sin incidencias
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969.0,Boeing 737,18120.0969,549.0,Sin incidencias
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,,Boeing 737,10446.4728,319.0,Incidencias con el suministro de combustible
Pam_PaLo_10747,PamPangea,París,Londres,344.0,Boeing 747,4033.744,42.0,Turbulencia severa
Air_CaCi_11380,Airnar,Cádiz,Cincinnati,6624.0,Airbus A380,,461.0,Sin incidencias
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103.0,Boeing 747,,626.0,Sin incidencias
Tab_LoGi_11380,TabarAir,Londres,GINEBrA,739.0,Airbus A380,,69.0,Emergencia grave eléctrico general
Tab_LoGi_11380,TabarAir,Londres,Ginebra,,Airbus A380,8799.1252,,Fallo grave eléctrico general
Pam_PaGi_10747,PamPangea,París,Ginebra,,Boeing 747,"4468,885200000001",47.0,Sin incidencias
Air_GiCa_10747,Airnar,Ginebra,Cádiz,1725.0,Boeing 747,18756.27,135.0,Sin incidencias
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716.0,Airbus A320,4737.876,,Sin incidencias
Air_PaGi_10747,Airnar,París,Ginebra,411.0,Boeing 747,4731.760800000001,47.0,Sin incidencias
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284.0,Boeing 747,73016.30960000001,438.0,Emergencia grave de los sistemas hidráulicos
Tab_LoRo_10737,TabarAir,Londres,Roma,1433.0,Boeing 737,"3760,7652",128.0,Ave impacta con el avión
