Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos,Id_vuelo,IC,Categoria_IC,Incidencias,Hora_Vuelo
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,199999.596992,1217,964427.33,Mol_CiMe_11380,13.104416,C,Despresurización de la cabina,16:15 28/09/2023
MoldaviAir,París,Melbourne,16925,Boeing 737,True,47050.146,1485,612700.37,Mol_PaMe_10737,2.77992,A,Sin incidencias,19:45 28/07/2023
MoldaviAir,Bali,París,11980,Airbus A380,False,152337.68,818,723514.93,Mol_BaPa_11380,12.716,C,Sin incidencias,06:45 15/09/2023
PamPangea,Londres,Nueva York,5566,Airbus A320,True,15546.550448,523,216595.8,Pam_LoNu_11320,2.793128,A,Sin incidencias,18:15 04/08/2023
TabarAir,Londres,Ginebra,739,Boeing 737,False,1831.6854,76,25093.12,Tab_LoGi_10737,2.4786,A,Retraso extenso en la pista de despegue,18:15 10/03/2023
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18539.928,588,257732.26,Tab_RoCi_10737,2.4786,A,Discusión entre pasajeros,16:00 27/06/2023
FlyQ,Nueva York,Cincinnati,911,Boeing 747,False,10682.386,80,52605.74,Fly_NuCi_10747,11.726,C,Sin incidencias,17:45 16/07/2023
FlyQ,Nueva York,Barcelona,6170,Boeing 747,False,69718.532,431,349001.96,Fly_NuBa_10747,11.299600000000002,C,Sin incidencias,14:00 05/10/2023
Airnar,París,Bali,11980,Airbus A380,False,145413.24,818,741819.68,Air_PaBa_11380,12.138,C,Sin incidencias,19:45 03/10/2023
Airnar,Ginebra,París,411,Airbus A380,False,4893.6948,47,25368.7,Air_GiPa_11380,11.9068,C,Sambódromo a bordo y Conflictos entre pasajeros,11:15 10/05/2023
MoldaviAir,Bali,Cádiz,12798,Airbus A380,False,162739.368,873,819723.91,Mol_BaCa_11380,12.716,C,Fallo en el sistema de entretenimiento,09:15 01/07/2023
MoldaviAir,París,Cádiz,1447,Boeing 737,False,3516.21,129,49843.91,Mol_PaCa_10737,2.43,A,Turbulencia severa,07:30 11/02/2023
TabarAir,Londres,Ginebra,739,Airbus A380,False,8799.1252,69,48556.99,Tab_LoGi_11380,11.9068,C,Problema de los sistemas de comunicación,13:45 10/06/2023
PamPangea,Londres,París,344,Airbus A320,False,949.784,44,13213.02,Pam_LoPa_11320,2.761,A,Incidencia del motor,21:00 27/04/2023
MoldaviAir,Londres,París,344,Airbus A380,False,4255.004800000001,42,20832.3,Mol_LoPa_11380,12.3692,C,Sin incidencias,23:15 06/04/2023
TabarAir,Cincinnati,Nueva York,911,Boeing 737,False,2412.9657,89,30924.07,Tab_CiNu_10737,2.6487000000000003,A,Sin incidencias,21:00 02/03/2023
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,45509.615424,1466,575988.19,Pam_GiMe_10737,2.729376,A,Sin incidencias,19:15 25/04/2023
FlyQ,Bali,Barcelona,13058,Airbus A380,True,169547.579136,1070,854178.28,Fly_BaBa_11380,12.984191999999998,C,Sin incidencias,14:00 20/06/2023
TabarAir,Roma,Los Angeles,10077,Boeing 737,False,25221.7233,785,343046.25,Tab_RoLo_10737,2.5029000000000003,A,"Problemas con el catering,",16:00 12/02/2023
Airnar,París,Ginebra,411,Boeing 737,False,1068.6411,51,14740.42,Air_PaGi_10737,2.6001000000000003,A,Sin incidencias,22:30 15/01/2023
MoldaviAir,Bali,Londres,12553,Airbus A380,False,148014.9336,856,790929.11,Mol_BaLo_11380,11.7912,C,Aterrizaje de emergencia,10:30 18/09/2023
Airnar,París,Bali,11980,Boeing 747,False,134092.14,818,737031.1,Air_PaBa_10747,11.193,C,Fallo grave eléctrico general,15:00 23/10/2023
PamPangea,Bali,Londres,12553,Boeing 737,True,32992.899264,1153,465385.53,Pam_BaLo_10737,2.628288,A,"Problemas de navegación,",15:15 21/04/2023
PamPangea,París,Ginebra,411,Airbus A320,False,1072.8744,49,15648.47,Pam_PaGi_11320,2.6104,A,Amenaza de seguridad a bordo,20:45 25/09/2023
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,36033.998,224,188945.73,Air_CiLo_10747,11.726,C,Sin incidencias,06:15 13/07/2023
PamPangea,Melbourne,Londres,16900,Airbus A380,True,223496.416,1326,1017951.49,Pam_MeLo_11380,13.22464,C,Emergencia en el sistema de entretenimiento y Mal funcionamiento del tren de aterrizaje,20:45 12/02/2023
Airnar,París,Cincinnati,6370,Boeing 737,False,16407.846,503,222331.92,Air_PaCi_10737,2.5758,A,Sin incidencias,10:00 01/01/2023
FlyQ,Cincinnati,Ginebra,6969,Airbus A320,True,20011.06536,624,262518.49,Fly_CiGi_11320,2.87144,A,Sin incidencias,19:45 29/09/2023
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,111717.6528,691,618715.2,Tab_LoRo_10747,11.0864,C,Retraso extenso en la pista de despegue,14:30 22/09/2023
PamPangea,Bali,Ginebra,12383,Boeing 747,False,143883.0302,845,758369.4,Pam_BaGi_10747,11.6194,C,Sin incidencias,07:15 24/09/2023
PamPangea,Ginebra,Londres,739,Airbus A380,False,8713.6968,69,44828.69,Pam_GiLo_11380,11.7912,C,Incidencia de los sistemas hidráulicos,16:00 18/11/2023
FlyQ,Barcelona,Nueva York,6170,Airbus A320,True,17555.72312,567,238651.17,Fly_BaNu_11320,2.845336,A,Mal funcionamiento del tren de aterrizaje,11:00 10/04/2023
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,75328.428,433,407857.12,Tab_NuGi_11380,12.138,C,Fallo de los sistemas hidráulicos,13:30 14/06/2023
MoldaviAir,Bali,París,11980,Boeing 737,True,32092.40736,1029,435053.61,Mol_BaPa_10737,2.678832,A,Enfrentamiento entre pasajeros,11:15 11/10/2023
PamPangea,Melbourne,París,16925,Boeing 737,True,43628.3172,1485,618509.1,Pam_MePa_10737,2.577744,A,Sin incidencias,22:45 06/11/2023
MoldaviAir,Bali,Melbourne,2779,Boeing 737,False,6955.5591,231,102528.48,Mol_BaMe_10737,2.5029000000000003,A,Sin incidencias,19:45 19/02/2023
TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,9583.92,319,134820.81,Tab_NuLo_10737,2.43,A,Sin incidencias,07:00 20/02/2023
TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,False,33740.9254,224,175216.36,Tab_LoCi_10747,10.9798,B,Emergencia médica a bordo,19:00 27/02/2023
TabarAir,Nueva York,Los Angeles,3944,Boeing 747,False,45826.91360000001,282,238330.51,Tab_NuLo_10747,11.619400000000002,C,Condiciones meteorológicas malas y Emergencia médica a bordo,18:00 28/10/2023
PamPangea,Melbourne,París,16925,Airbus A380,True,213653.076,1328,1046220.3,Pam_MePa_11380,12.62352,C,Sin incidencias,18:30 16/04/2023
TabarAir,Londres,Ginebra,739,Boeing 737,False,1849.6431,76,26984.24,Tab_LoGi_10737,2.5029,A,Sin incidencias,13:30 03/10/2023
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,68140.63880000002,433,366391.12,Tab_NuGi_10747,10.979800000000004,B,Sin incidencias,21:30 19/10/2023
Airnar,Bali,Cincinnati,15011,Airbus A380,True,185882.293792,1200,918577.24,Air_BaCi_11380,12.383072,C,Incidencia en el sistema de entretenimiento,09:15 08/08/2023
Airnar,Cádiz,Ginebra,1725,Boeing 747,False,18940.155,135,103310.35,Air_CaGi_10747,10.9798,B,Emergencia grave de los sistemas hidráulicos,17:00 30/04/2023
PamPangea,París,Ginebra,411,Airbus A320,False,1103.8227,49,16787.59,Pam_PaGi_11320,2.6857,A,Condiciones meteorológicas ligeramente complejas,07:45 20/08/2023
TabarAir,Nueva York,Roma,6877,Airbus A320,True,19208.341256,618,258021.57,Tab_NuRo_11320,2.793128,A,Complicaciones con las puertas o ventanas,15:30 04/11/2023
PamPangea,Londres,Nueva York,5566,Boeing 747,False,62300.238,391,330203.46,Pam_LoNu_10747,11.193,C,Emergencia en el sistema de entretenimiento,20:15 09/10/2023
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,78746.91240000002,484,424628.93,Air_GiCi_10747,11.299600000000002,C,Sin incidencias,11:15 18/06/2023
MoldaviAir,París,Cádiz,1447,Airbus A320,False,3704.6094,124,58075.8,Mol_PaCa_11320,2.5602,A,Turbulencia severa,12:15 02/09/2023
PamPangea,Bali,Melbourne,2779,Boeing 747,False,32290.3126,205,167552.07,Pam_BaMe_10747,11.6194,C,Sin incidencias,13:00 05/07/2023
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,11268.3412,80,56324.42,Fly_CiNu_11380,12.3692,C,Complicaciones con el suministro de combustible,21:15 05/02/2023
TabarAir,Londres,Nueva York,5566,Boeing 737,False,14742.6642,442,195749.75,Tab_LoNu_10737,2.6487,A,Sin incidencias,09:15 24/09/2023
PamPangea,Bali,Nueva York,16589,Boeing 737,True,45277.61846400001,1459,580479.81,Pam_BaNu_10737,2.729376,A,Sin incidencias,15:30 02/02/2023
MoldaviAir,París,Melbourne,16925,Boeing 747,True,191390.0664,1328,995575.42,Mol_PaMe_10747,11.308128,C,Sin incidencias,23:45 16/01/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,166417.9504,1200,904931.86,Mol_BaCi_10747,11.0864,C,Sin incidencias,18:00 29/05/2023
FlyQ,Cincinnati,Nueva York,911,Boeing 737,False,2302.2792,89,31792.26,Fly_CiNu_10737,2.5272,A,Sin incidencias,06:00 25/08/2023
Airnar,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,769901.76,Air_GiBa_11380,12.138,C,Sin incidencias,06:00 08/06/2023
PamPangea,Ginebra,Nueva York,6206,Airbus A320,True,16200.1424,569,236907.12,Pam_GiNu_11320,2.6104000000000003,A,Mal funcionamiento del tren de aterrizaje,23:15 17/09/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,44845.164,1483,581082.18,Mol_LoMe_10737,2.65356,A,Incidencias con el suministro de combustible,22:00 10/02/2023
MoldaviAir,Bali,Cádiz,12798,Boeing 737,True,34930.55404800001,1171,439024.17,Mol_BaCa_10737,2.729376000000001,A,Emergencia médica a bordo,17:00 11/06/2023
Airnar,París,Los Angeles,9099,Boeing 737,False,23658.3099,711,321445.39,Air_PaLo_10737,2.6001,A,Sin incidencias,07:45 13/02/2023
TabarAir,Ginebra,Roma,698,Boeing 737,False,1865.754,73,24289.53,Tab_GiRo_10737,2.673,A,Mal funcionamiento del tren de aterrizaje,20:15 25/03/2023
FlyQ,Bali,Roma,12738,Airbus A380,False,157558.8696,869,807397.8,Fly_BaRo_11380,12.3692,C,Ave impacta con el avión,06:30 16/07/2023
PamPangea,Ginebra,Londres,739,Airbus A320,False,1966.1834,73,28134.93,Pam_GiLo_11320,2.6606,A,Emergencia médica a bordo,23:45 22/04/2023
Airnar,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,757132.05,Air_BaGi_11380,12.2536,C,Sin incidencias,17:15 13/11/2023
PamPangea,París,Ginebra,411,Boeing 747,False,4600.323,47,24178.48,Pam_PaGi_10747,11.193,C,Sin incidencias,21:45 15/10/2023
PamPangea,Londres,París,344,Boeing 737,False,886.0752000000001,46,12501.22,Pam_LoPa_10737,2.5758000000000005,A,Sin incidencias,11:30 11/11/2023
MoldaviAir,Melbourne,Cincinnati,15262,Airbus A380,True,198164.738304,1217,997458.26,Mol_MeCi_11380,12.984192,C,Sin incidencias,18:30 16/03/2023
MoldaviAir,Londres,Bali,12553,Airbus A380,False,149466.0604,856,794055.41,Mol_LoBa_11380,11.9068,C,Amenaza de seguridad a bordo,12:45 26/05/2023
FlyQ,Bali,Roma,12738,Boeing 747,True,155340.41952,1049,782115.96,Fly_BaRo_10747,12.19504,C,Emergencia médica a bordo y Problemas con las puertas o ventanas,19:00 15/05/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,106741.778,626,544391.46,Tab_GiLo_10747,11.726,C,Fallo de los sistemas de comunicación,17:15 14/05/2023
PamPangea,Ginebra,Bali,12383,Boeing 737,True,32233.147128,1140,440808.94,Pam_GiBa_10737,2.603016,A,Sin incidencias,15:30 29/07/2023
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,6955.5591,231,97344.08,Mol_MeBa_10737,2.5029000000000003,A,Emergencia médica a bordo,22:30 29/06/2023
PamPangea,Bali,Londres,12553,Airbus A380,False,145112.68,856,824621.7,Pam_BaLo_11380,11.56,C,Complicaciones con el suministro de combustible,15:00 18/05/2023
PamPangea,Ginebra,Nueva York,6206,Airbus A380,False,76763.2552,433,374077.69,Pam_GiNu_11380,12.3692,C,Sin incidencias,18:15 08/07/2023
FlyQ,Roma,Nueva York,6877,Airbus A380,False,85062.98840000002,478,421642.91,Fly_RoNu_11380,12.369200000000005,C,Sin incidencias,08:30 01/05/2023
PamPangea,Nueva York,Bali,16589,Boeing 747,True,187590.535392,1305,993089.99,Pam_NuBa_10747,11.308128,C,Sin incidencias,14:15 15/11/2023
MoldaviAir,Cádiz,Londres,1716,Boeing 737,False,4461.7716,150,63380.98,Mol_CaLo_10737,2.6001,A,Fallo leve del motor,16:45 17/03/2023
PamPangea,París,Ginebra,411,Boeing 737,False,1008.7173,51,14657.94,Pam_PaGi_10737,2.4543,A,Turbulencia severa,17:00 13/11/2023
TabarAir,Los Angeles,Ginebra,9103,Airbus A320,True,25425.844184,779,362154.49,Tab_LoGi_11320,2.7931280000000003,A,Fallo de los sistemas hidráulicos,20:00 25/03/2023
PamPangea,Bali,Melbourne,2779,Boeing 747,False,31697.8298,205,163124.53,Pam_BaMe_10747,11.4062,C,Turbulencia severa,18:30 03/05/2023
FlyQ,Bali,Roma,12738,Boeing 747,True,141218.5632,1049,733122.1,Fly_BaRo_10747,11.0864,C,Mal funcionamiento del tren de aterrizaje,20:15 16/05/2023
PamPangea,Melbourne,Bali,2779,Airbus A320,False,7603.066099999999,221,114036.66,Pam_MeBa_11320,2.7359,A,Incidencia del motor,08:45 26/05/2023
TabarAir,Ginebra,Roma,698,Boeing 737,False,1713.1014,73,24801.97,Tab_GiRo_10737,2.4543,A,Sin incidencias,17:30 30/07/2023
FlyQ,Roma,Bali,12738,Boeing 747,True,155340.41952,1049,728066.65,Fly_RoBa_10747,12.19504,C,Complicaciones de navegación,22:45 23/08/2023
MoldaviAir,Cincinnati,París,6370,Boeing 737,False,16872.219,503,227663.54,Mol_CiPa_10737,2.6487000000000003,A,Sin incidencias,14:30 28/10/2023
FlyQ,Nueva York,Bali,16589,Airbus A380,True,211405.969216,1305,1046875.94,Fly_NuBa_11380,12.743744,C,Retraso extenso en la pista de despegue,16:45 07/06/2023
MoldaviAir,París,Bali,11980,Boeing 737,True,32395.16592000001,1029,441472.98,Mol_PaBa_10737,2.704104000000001,A,"Mal funcionamiento del tren de aterrizaje,",23:15 29/03/2023
MoldaviAir,Bali,París,11980,Boeing 747,False,140477.48,818,702433.33,Mol_BaPa_10747,11.726,C,Sin incidencias,19:30 14/06/2023
MoldaviAir,París,Cincinnati,6370,Boeing 737,False,15479.1,503,223799.21,Mol_PaCi_10737,2.43,A,Condiciones meteorológicas adversas,18:15 25/06/2023
FlyQ,Bali,Roma,12738,Airbus A380,False,161976.408,869,811598.09,Fly_BaRo_11380,12.716,C,Mal funcionamiento del tren de aterrizaje,17:00 10/11/2023
FlyQ,Ginebra,Cincinnati,6969,Airbus A380,False,86200.9548,484,439967.56,Fly_GiCi_11380,12.3692,C,Sin incidencias,07:00 27/10/2023
MoldaviAir,Melbourne,Bali,2779,Airbus A380,False,34374.0068,205,175151.82,Mol_MeBa_11380,12.3692,C,Discusión a bordo,23:45 12/08/2023
MoldaviAir,París,Bali,11980,Airbus A380,False,138488.8,818,764295.83,Mol_PaBa_11380,11.56,C,Sin incidencias,09:15 14/01/2023
PamPangea,Melbourne,Londres,16900,Boeing 747,True,204222.5744,1326,1025609.29,Pam_MeLo_10747,12.084176,C,Sin incidencias,23:15 10/07/2023
PamPangea,Nueva York,Melbourne,16082,Boeing 747,True,180074.399648,1272,987676.56,Pam_NuMe_10747,11.197264,C,Sin incidencias,11:15 31/08/2023
Airnar,Los Angeles,Cincinnati,3073,Airbus A380,False,35879.1188,224,202491.15,Air_LoCi_11380,11.6756,C,Sin incidencias,21:30 02/03/2023
MoldaviAir,Cincinnati,Cádiz,6624,Boeing 747,False,76260.7872,461,390751.03,Mol_CiCa_10747,11.5128,C,Sin incidencias,11:45 10/07/2023
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,224270.000656,1535,1177763.54,Mol_MeCa_10747,11.197264,C,Ave impacta con el avión,06:00 03/03/2023
MoldaviAir,Bali,Melbourne,2779,Boeing 737,False,7090.6185,231,95208.39,Mol_BaMe_10737,2.5515,A,Sin incidencias,19:00 13/06/2023
TabarAir,Roma,Nueva York,6877,Airbus A380,False,86652.95080000002,478,429135.08,Tab_RoNu_11380,12.600400000000002,C,Mal funcionamiento del tren de aterrizaje,19:00 19/02/2023
Airnar,Ginebra,París,411,Airbus A320,False,1134.771,49,16529.51,Air_GiPa_11320,2.761,A,Mal funcionamiento del tren de aterrizaje,23:00 02/06/2023
FlyQ,Nueva York,Roma,6877,Boeing 737,False,18215.1099,542,252141.37,Fly_NuRo_10737,2.6487,A,Fallo leve de los sistemas hidráulicos,07:30 23/03/2023
FlyQ,Nueva York,Roma,6877,Boeing 737,False,17713.7766,542,236124.88,Fly_NuRo_10737,2.5758,A,Amenaza de seguridad a bordo,19:45 19/08/2023
PamPangea,Bali,París,11980,Airbus A380,False,150952.792,818,762567.25,Pam_BaPa_11380,12.6004,C,Sin incidencias,15:15 14/11/2023
Airnar,Cincinnati,Ginebra,6969,Airbus A380,False,81367.2564,484,449166.14,Air_CiGi_11380,11.6756,C,Sin incidencias,14:45 10/11/2023
TabarAir,Ginebra,Londres,739,Boeing 747,False,8665.514000000001,69,42058.86,Tab_GiLo_10747,11.726,C,Condiciones meteorológicas ligeramente complejas,17:00 11/02/2023
FlyQ,Nueva York,Cincinnati,911,Boeing 737,False,2390.8284,89,31762.47,Fly_NuCi_10737,2.6244,A,Incidencia eléctrico general,16:00 13/10/2023
FlyQ,Roma,Nueva York,6877,Boeing 747,False,77707.34920000001,478,422741.62,Fly_RoNu_10747,11.299600000000002,C,Turbulencia severa,09:30 19/08/2023
TabarAir,Ginebra,Roma,698,Boeing 747,False,7440.68,66,42661.72,Tab_GiRo_10747,10.66,B,Amenaza de seguridad a bordo,16:00 23/10/2023
TabarAir,Los Angeles,Londres,8785,Airbus A380,False,101554.6,605,539077.98,Tab_LoLo_11380,11.56,C,Sin incidencias,07:00 05/09/2023
MoldaviAir,Cincinnati,Melbourne,15262,Boeing 737,True,39341.52892800001,1359,529844.84,Mol_CiMe_10737,2.5777440000000005,A,Sin incidencias,18:45 04/03/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,179731.386432,1200,921473.82,Mol_BaCi_10747,11.973312,C,Turbulencia severa,09:45 19/01/2023
TabarAir,Londres,Ginebra,739,Boeing 747,False,7956.5174,69,44826.4,Tab_LoGi_10747,10.7666,B,"Fallo eléctrico general,",17:30 17/08/2023
PamPangea,Ginebra,París,411,Airbus A320,False,1083.1905,49,15671.59,Pam_GiPa_11320,2.6355,A,Problemas de navegación,23:15 08/01/2023
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,74611.0144,433,393397.79,Pam_NuGi_11380,12.0224,C,Sin incidencias,23:15 13/10/2023
MoldaviAir,Cincinnati,París,6370,Airbus A380,False,78055.432,444,400632.1,Mol_CiPa_11380,12.2536,C,Sin incidencias,17:00 23/03/2023
FlyQ,Nueva York,Roma,6877,Boeing 737,False,17212.4433,542,252025.54,Fly_NuRo_10737,2.5029,A,Sin incidencias,22:00 01/01/2023
FlyQ,Ginebra,Nueva York,6206,Boeing 747,False,66155.96,433,355699.15,Fly_GiNu_10747,10.660000000000002,B,Sin incidencias,11:15 11/11/2023
PamPangea,Londres,Nueva York,5566,Airbus A380,False,68203.53760000001,391,362750.2,Pam_LoNu_11380,12.253600000000002,C,Problemas con el suministro de combustible,18:30 02/06/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 747,True,198601.7696,1326,961496.77,Mol_LoMe_10747,11.751584,C,Sin incidencias,14:45 14/08/2023
Airnar,Cincinnati,Ginebra,6969,Boeing 747,False,77261.12160000001,484,408064.43,Air_CiGi_10747,11.0864,C,Incidencias con las puertas o ventanas,18:30 13/05/2023
Airnar,Bali,Los Angeles,12845,Airbus A380,False,149973.082,876,818955.91,Air_BaLo_11380,11.6756,C,Enfrentamiento a bordo,16:45 07/04/2023
PamPangea,Bali,Londres,12553,Boeing 737,True,34579.09634400001,1153,451114.1,Pam_BaLo_10737,2.754648000000001,A,Sin incidencias,11:00 05/03/2023
MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,True,226490.495712,1535,1183268.73,Mol_CaMe_10747,11.308128,C,Sin incidencias,10:00 29/08/2023
Airnar,Los Angeles,Cincinnati,3073,Boeing 747,False,32758.18,224,177209.86,Air_LoCi_10747,10.66,B,Sin incidencias,14:00 21/02/2023
PamPangea,Ginebra,Londres,739,Boeing 737,False,1903.5162,76,26989.43,Pam_GiLo_10737,2.5758,A,Sin incidencias,22:00 16/06/2023
FlyQ,Roma,Bali,12738,Airbus A380,False,148723.7928,869,826490.02,Fly_RoBa_11380,11.6756,C,Despresurización de la cabina,06:15 21/08/2023
Airnar,Los Angeles,Cincinnati,3073,Boeing 747,False,35051.2526,224,186827.04,Air_LoCi_10747,11.4062,C,Sin incidencias,22:45 04/11/2023
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,79736.8,518,442706.58,Fly_CiRo_10747,10.66,B,Ave impacta con el avión,20:30 08/10/2023
MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,True,230931.485824,1535,1183151.27,Mol_CaMe_10747,11.529856,C,Sin incidencias,21:00 03/04/2023
TabarAir,Los Angeles,Cincinnati,3073,Airbus A320,False,8330.2884,242,121613.99,Tab_LoCi_11320,2.7108,A,Ave impacta con el avión,23:00 01/04/2023
FlyQ,Nueva York,Bali,16589,Boeing 737,True,45277.61846400001,1459,613968.69,Fly_NuBa_10737,2.729376,A,"Problemas con el catering,",08:45 16/08/2023
MoldaviAir,Cádiz,París,1447,Boeing 747,False,15733.5204,116,87690.55,Mol_CaPa_10747,10.8732,B,Sin incidencias,16:45 24/05/2023
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,False,16096.32,523,232776.21,Mol_CaCi_10737,2.43,A,Emergencia grave en el sistema de entretenimiento,07:15 19/03/2023
TabarAir,Ginebra,Nueva York,6206,Airbus A320,True,16686.146672,569,242905.3,Tab_GiNu_11320,2.688712,A,Sin incidencias,23:30 05/11/2023
MoldaviAir,Bali,Londres,12553,Boeing 737,True,33627.37809600001,1153,425744.17,Mol_BaLo_10737,2.6788320000000008,A,Turbulencia severa,22:45 14/05/2023
TabarAir,Ginebra,Londres,739,Boeing 747,False,8665.514000000001,69,44601.26,Tab_GiLo_10747,11.726,C,Sin incidencias,22:00 25/07/2023
PamPangea,Nueva York,Bali,16589,Boeing 737,True,42762.19521600001,1459,587466.45,Pam_NuBa_10737,2.5777440000000005,A,Sin incidencias,20:00 30/06/2023
TabarAir,Ginebra,Los Angeles,9103,Airbus A320,True,23762.4712,779,368559.08,Tab_GiLo_11320,2.6104,A,"Enfrentamiento entre pasajeros,",18:45 16/04/2023
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,44666.84476800001,1466,596765.74,Pam_GiMe_10737,2.6788320000000008,A,Sin incidencias,22:15 15/03/2023
FlyQ,Ginebra,Nueva York,6206,Airbus A320,True,16848.148096,569,239466.95,Fly_GiNu_11320,2.7148160000000003,A,Incidencia de los sistemas hidráulicos,23:15 15/02/2023
TabarAir,Nueva York,Roma,6877,Airbus A380,False,81088.08240000001,478,426081.68,Tab_NuRo_11380,11.791200000000002,C,Enfrentamiento entre pasajeros y Fallo eléctrico general,08:00 01/02/2023
MoldaviAir,Londres,Cincinnati,6284,Airbus A320,True,18044.12896,575,240659.88,Mol_LoCi_11320,2.87144,A,Problema en el sistema de entretenimiento,15:45 05/06/2023
PamPangea,Melbourne,Nueva York,16082,Boeing 747,True,192554.803584,1272,976989.49,Pam_MeNu_10747,11.973312,C,Problemas con las puertas o ventanas,22:30 04/10/2023
TabarAir,Roma,Londres,1433,Boeing 747,False,16650.6002,115,87278.56,Tab_RoLo_10747,11.6194,C,Fallo en el sistema de entretenimiento,09:30 06/08/2023
TabarAir,Ginebra,Roma,698,Airbus A320,False,1839.579,70,26544.83,Tab_GiRo_11320,2.6355,A,Fallo grave del motor,17:30 22/01/2023
TabarAir,Roma,Cincinnati,7480,Airbus A320,True,19916.30784,662,292376.61,Tab_RoCi_11320,2.662608,A,Sin incidencias,14:45 15/09/2023
TabarAir,Nueva York,Roma,6877,Airbus A320,True,17951.7208,618,278788.45,Tab_NuRo_11320,2.6104,A,Sin incidencias,06:45 29/01/2023
TabarAir,Ginebra,Cincinnati,6969,Boeing 737,False,18289.4436,549,254721.59,Tab_GiCi_10737,2.6244,A,Aterrizaje de emergencia,10:30 13/11/2023
FlyQ,Cincinnati,Roma,7480,Airbus A380,False,89062.864,518,459531.72,Fly_CiRo_11380,11.9068,C,Sin incidencias,20:15 06/01/2023
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,74289.54000000001,484,409577.36,Air_GiCi_10747,10.660000000000002,B,Sin incidencias,15:30 04/09/2023
Airnar,Cincinnati,Ginebra,6969,Boeing 747,False,78746.91240000002,484,416677.91,Air_CiGi_10747,11.299600000000002,C,Problema en el sistema de entretenimiento,15:45 02/10/2023
PamPangea,Nueva York,Ginebra,6206,Boeing 737,False,15985.4148,491,223311.33,Pam_NuGi_10737,2.5758,A,Ave impacta con el avión,21:15 03/07/2023
MoldaviAir,Londres,Cincinnati,6284,Airbus A380,False,79907.34400000001,438,387906.28,Mol_LoCi_11380,12.716,C,Turbulencia severa,17:15 22/08/2023
TabarAir,Nueva York,Londres,5566,Airbus A380,False,68203.53760000001,391,337601.45,Tab_NuLo_11380,12.253600000000002,C,Sin incidencias,07:15 19/06/2023
MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,196710.388576,1200,903485.36,Mol_BaCi_11380,13.104416,C,Sin incidencias,07:30 17/07/2023
TabarAir,Ginebra,Londres,739,Boeing 747,False,7877.74,69,43799.06,Tab_GiLo_10747,10.66,B,Complicaciones con el suministro de combustible,08:45 09/11/2023
FlyQ,Ginebra,Barcelona,660,Boeing 737,False,1651.914,70,24434.64,Fly_GiBa_10737,2.5029,A,Sin incidencias,17:45 05/06/2023
TabarAir,Roma,Nueva York,6877,Boeing 747,False,76241.17280000001,478,392622.72,Tab_RoNu_10747,11.086400000000005,C,Problemas de navegación y Problemas con el suministro de combustible,22:30 11/08/2023
TabarAir,Nueva York,Londres,5566,Airbus A320,True,15691.845312,523,227796.7,Tab_NuLo_11320,2.819232,A,Fallo leve del motor y Despresurización de la cabina,21:15 17/02/2023
TabarAir,Los Angeles,Roma,10077,Airbus A380,False,123479.5272,691,607549.59,Tab_LoRo_11380,12.2536,C,Condiciones meteorológicas malas,16:15 02/11/2023
Airnar,Ginebra,Los Angeles,9103,Boeing 747,False,104801.0184,626,536283.52,Air_GiLo_10747,11.5128,C,Complicaciones con el catering,16:45 10/01/2023
PamPangea,Nueva York,París,5835,Boeing 737,False,14179.05,463,209806.5,Pam_NuPa_10737,2.43,A,Mal funcionamiento del tren de aterrizaje,09:30 04/09/2023
MoldaviAir,Londres,Bali,12553,Boeing 737,True,31723.9416,1153,458101.75,Mol_LoBa_10737,2.5272,A,Complicaciones con el suministro de combustible,23:45 29/01/2023
